"Order Ref",Tracking,SKU,Total,Date
#113015,WR10976084,WP-S120235,5589,2023-10-19
#113022,WR10976114,"FS-S125109,SK-S132175",4338,2023-10-19
#112859,WR10938801,MKP-S122297-42,2999,2023-10-17
#112723,WR10921987,WP-S134342,7789,2023-10-16
#112829,WR10937817,"SK-H1276,MKP-H6-S",1629,2023-10-16
#112756,WR10924000,MKP-SL2559,2249,2023-10-16
#112992,WR10975810,SK-S121250,3499,2023-10-18
#112972,WR10975210,FS-S125384,3699,2023-10-18
#112998,WR10975865,FS-S127851,2649,2023-10-19
#112825,WR10937479,FS-S135139,3489,2023-10-16
#112997,WR10975861,"FS-S127846,SK-S121317",3288,2023-10-19
