"Order Ref",Tracking,SKU,Total,Date
#105118,20005260033798,SK-S116478,0,2023-08-01
#105408,20005260033802,SK-S118949,4399,2023-08-07
#105413,20005260033806,"SK-S122019,SK-S122781",10598,2023-08-07
#105368,20005260033776,WP-S72754,3779,2023-08-06
#105393,20005260033792,SK-S122706,4859,2023-08-07
#105189,20005260033678,"MKP-C70049,MKP-C69952",2148,2023-08-02
#105354,20005260033768,MKP-C70007,1249,2023-08-06
#105369,20005260033777,SK-S121317,2499,2023-08-06
#105371,20005260033779,SK-S122488,5149,2023-08-06
#105400,20005260033795,SK-S115113,2659,2023-08-07
#105391,20005260033790,SK-S120810,2349,2023-08-07
#105394,20005260033793,SK-S123242,2499,2023-08-07
#105392,20005260033791,SK-S123268,2499,2023-08-07
#105401,20005260033796,SK-FS130,1949,2023-08-07
#105409,20005260033803,SK-S120457,3000,2023-08-07
#105412,20005260033805,SK-S122848,4999,2023-08-07
#105375,20005260033781,"SK-TS5512,SK-SL137",1072,2023-08-06
#105402,20005260033799,SK-S113496,1288,2023-08-07
#105414,20005260033807,SK-BG68493,2699,2023-08-07
#105398,20005260033794,WP-S8900,5283,2023-08-07
#105093,20005260033797,WP-S119988,1099,2023-07-31
#105377,20005260033783,MKP-S122299-44,4499,2023-08-06
#105338,20005260033765,WP-S120006,6999,2023-08-06
#105294,20005260033743,MKP-C70028,1249,2023-08-04
#105404,20005260033800,WP-S104813,900,2023-08-07
#105357,20005260033770,WP-S108688,4499,2023-08-06
#105336,20005260033763,SK-S122899,2399,2023-08-06
#105376,20005260033782,SK-S120917,3499,2023-08-06
#105374,20005260033780,"SK-S120744,SK-S116809",1048,2023-08-06
#105390,20005260033789,"SK-S121020,Sk-S121381",8948,2023-08-07
#105381,20005260033785,SK-S99144,2292,2023-08-07
#105367,20005260033775,SK-S115824,3849,2023-08-06
#105366,20005260033774,SK-S115827,3899,2023-08-06
#105329,20005260033760,SK-S96494,769,2023-08-05
#105331,20005260033761,SK-S102670,1449,2023-08-05
#105364,20005260033773,SK-S120556,3399,2023-08-06
#105358,20005260033771,SK-S120798,3499,2023-08-06
#105356,20005260033769,SK-S116360,3849,2023-08-06
