"Order Ref",Tracking,SKU,Total,Date
#107904,20005260035181,FS-S127420,2099,2023-08-25
#107917,20005260035186,SK-FS453,1949,2023-08-25
#107801,20005260035119,FS-S123769,6699,2023-08-24
#107753,20005260035101,SK-S121052,4199,2023-08-23
#107790,20005260035116,FS-S123632,3499,2023-08-24
#107925,20005260035187,"FS-S123730,FS-S124163,FS-S123692",19797,2023-08-25
#107782,20005260035113,FS-S123591,7149,2023-08-24
#107881,20005260035165,FS-S127234,2099,2023-08-25
#107900,20005260035177,SK-BG69365,2789,2023-08-25
#107834,20005260035147,"SK-BL207,SK-TP872,SK-TP611,SK-TP980,SK-TP1231,SK-TS1628,SK-TS6208,SK-TS5430,SK-TS4561,SK-TP994",3266,2023-08-24
#107914,20005260035185,FS-S127283,2049,2023-08-25
#107732,20005260035173,SK-S122647,1052,2023-08-23
#107826,20005260035140,SK-S118360,3999,2023-08-24
#107842,20005260035151,FS-S127246,1999,2023-08-24
#107898,20005260035176,FS-S127191,0,2023-08-25
#107822,20005260035138,SK-S97294,1499,2023-08-24
#107750,20005260035099,WP-S8788,4816,2023-08-23
#107438,20005260035127,WP-S108736,1352,2023-08-19
#107851,20005260035155,SK-S130095,8749,2023-08-25
#107849,20005260035154,FS-S123783,6299,2023-08-24
#107829,20005260035142,FS-S127248,2005,2023-08-24
#107882,20005260035166,SK-TS2520,599,2023-08-25
#107869,20005260035162,FS-S123524,6549,2023-08-25
#107731,20005260035094,FS-HB626,3699,2023-08-23
#107725,20005260035131,FS-S124067,6599,2023-08-23
#107742,20005260035098,WP-S98138,10799,2023-08-23
#107906,20005260035182,SK-S115668,2149,2023-08-25
#107871,20005260035163,"SK-KS3652,SK-KS4146",2148,2023-08-25
#107814,20005260035135,FS-S127351,2149,2023-08-24
#107879,20005260035164,FS-S123780,6000,2023-08-25
