"Order Ref",Tracking,SKU,Total,Date
#100239,KI761718994,WP-S116023,5499,2023-05-07
#100205,KI761717943,SK-S115155,2649,2023-05-07
#100174,KI761708188,SK-BG69421,4099,2023-05-06
#100230,KI761718738,SK-S118061,3099,2023-05-07
#100257,KI761720035,SK-S113346,2299,2023-05-07
#100256,KI761720019,SK-S116764,4599,2023-05-07
#100072,KI761698663,WP-S100909,5599,2023-05-05
#100229,KI761718670,SK-KS4080,849,2023-05-07
#100227,KI761718619,SK-KS3422,999,2023-05-07
#100225,KI761718527,SK-S117938,3899,2023-05-07
#100134,KI761703897,WP-S4739,3318,2023-05-06
#100214,KI761718308,SK-H65627,599,2023-05-07
#100290,KI761720942,"SK-TP23,SK-SHO88,SK-BT165",1600,2023-05-08
#100211,KI761718199,"SK-S105973,SK-S116255",2948,2023-05-07
#100222,KI761718485,SK-S105555,1750,2023-05-07
#100216,KI761718340,"SK-KS3109,SK-KS1667,SK-KS3228",2490,2023-05-07
#100160,KI761705111,WP-S115997,5500,2023-05-06
#100250,KI761719787,SK-S100514,3999,2023-05-07
#100298,KI761721169,SK-S107740,1599,2023-05-08
#100213,KI761718270,SK-S114235,2249,2023-05-07
#100272,KI761720495,SK-S102851,1288,2023-05-08
#100275,KI761720587,WP-S71888,4513,2023-05-08
#100280,KI761720666,"SK-TP979,SK-TP1959,SK-TP2012,SK-TP1497",1578,2023-05-08
#100178,KI761709220,SK-SL986,1949,2023-05-06
#100189,KI761717650,"WP-S115969,SK-S116288",8048,2023-05-06
#100279,KI761720655,SK-KS3992,1129,2023-05-08
#100198,KI761717819,SK-S111107,2719,2023-05-06
#100300,KI761725369,WP-S68156,0,2023-05-08
#100278,KI761720647,WP-S113886,4999,2023-05-08
#100247,KI761719728,SK-S115244,2924,2023-05-07
#100319,KI761725112,WP-S116018,14999,2023-05-08
#100288,KI761720906,SK-S116306,560,2023-05-08
#100200,KI761717890,SK-SN15938,1039,2023-05-06
#100180,KI761709258,SK-S113042,1474,2023-05-06
#100243,KI761719500,SK-S115470,3299,2023-05-07
#100274,KI761720566,SK-S105484,2599,2023-05-08
#100199,KI761717884,SK-KS1451,1410,2023-05-06
#100228,KI761718655,SK-S116791,2449,2023-05-07
#100271,KI761720472,SK-S115675,2599,2023-05-08
#100188,KI761717600,SK-C69647,1599,2023-05-06
#100240,KI761719018,SK-S102016,2499,2023-05-07
#100253,KI761719863,SK-S116946,2899,2023-05-07
#100215,KI761718322,SK-S111719,2300,2023-05-07
#100291,KI761720960,SK-FS415,1248,2023-05-08
#100318,KI761725087,SK-S118172,3499,2023-05-08
#100242,KI761719462,SK-S102659,3999,2023-05-07
#100267,KI761720385,SK-S116679,3899,2023-05-08
