"Order Ref",Tracking,SKU,Total,Date
#117504,WR11883580,FS-S124071,6299,2023-11-29
#117488,WR11859155,SK-FS99640,749,2023-11-29
#117516,WR11886534,SK-H3742,1049,2023-11-29
#117482,WR11856689,SK-S133216,2499,2023-11-29
#115636,WR11861236,FS-S135047,2011,2023-11-12
#117247,WR11857656,FS-CK68,2499,2023-11-26
#115537,WR11861499,"SK-H3905,SK-H3721",1272,2023-11-12
#114598,WR11861401,FS-S126095,2849,2023-11-08
#117324,WR11858608,SK-S131043,2550,2023-11-27
#117468,WR11855547,FS-S135777,1750,2023-11-29
#114603,WR11861197,FS-S134873,3649,2023-11-08
