"Order Ref",Tracking,SKU,Total,Date
#117847,WR11990520,SK-S136494,4999,2023-12-04
#117833,WR11989044,FS-S124035,6299,2023-12-04
#117720,WR11946798,SK-H4000,1049,2023-12-02
#117710,WR11944408,"SK-H4480,SK-H4804,SK-H4245",2647,2023-12-02
#117812,WR11987266,SK-H4757,1049,2023-12-03
#117773,WR11980860,"SK-H4040,SK-H4127",1848,2023-12-03
#117731,WR11946880,SK-H4341,1049,2023-12-02
#117719,WR11946752,FS-S135629,2899,2023-12-02
#117765,WR11979470,SK-H1399,924,2023-12-02
#117768,WR11980384,"SK-H4571,SK-H4435",1848,2023-12-02
#117815,WR11987536,FS-S125585,2899,2023-12-03
#117734,WR11946917,SK-S130744,4399,2023-12-02
#117824,WR11988065,FS-S124971,3249,2023-12-03
#117568,WR11890247,SK-S131303,2249,2023-11-30
#117842,WR11989710,SK-FS87925,749,2023-12-04
