"Order Ref",Tracking,SKU,Total,Date
#101614,20005260031866,SK-S92945,1149,2023-05-24
#101556,20005260031863,WP-S118418,3800,2023-05-23
#101657,20005260031880,WP-S118891,6499,2023-05-25
#101656,20005260031879,WP-S118712,5749,2023-05-25
#101570,20005260031842,WP-S77602,13999,2023-05-24
#101665,20005260031888,SK-S119291,2249,2023-05-25
#101331,20005260031883,WP-S118760,0,2023-05-19
#101444,20005260031886,WP-S118585,1600,2023-05-20
#101624,20005260031869,SK-S119348,2249,2023-05-24
#101644,20005260031877,SK-SN15604,1149,2023-05-25
#101634,20005260031870,SK-S87342,0,2023-05-24
#101652,20005260031878,"WP-S60797,WP-S118611",9978,2023-05-25
#101636,20005260031871,"SK-TP1312,SK-TP1299,SK-TP1270,SK-TP1306,SK-TP1621,SK-TP1873,SK-TP1772,SK-TP1727",2528,2023-05-24
#101596,20005260031856,WP-S118589,3349,2023-05-24
#101571,20005260031843,WP-S118771,6149,2023-05-24
#101618,20005260031868,WP-S118590,5099,2023-05-24
#101637,20005260031872,WP-S109360,5699,2023-05-24
#101671,20005260031889,SK-S115758,2149,2023-05-25
#101492,20005260031887,WP-S118859,3450,2023-05-22
#101587,20005260031851,WP-S119637,21999,2023-05-24
#101658,20005260031881,SK-S119325,2549,2023-05-25
#101674,20005260031891,SK-S116187,3499,2023-05-25
#101569,20005260031841,WP-S118646,6099,2023-05-24
#101341,20005260031885,SK-S119223,247,2023-05-19
#101354,20005260031884,SK-S118937,782,2023-05-19
#101612,20005260031864,WP-S68154,5343,2023-05-24
#101642,20005260031876,SK-S88312,0,2023-05-25
