"Order Ref",Tracking,SKU,Total,Date
#109530,20005260035990,"SK-S130931,SK-S131070",0,2023-09-08
#109542,20005260035996,FS-S127605,1502,2023-09-08
#109453,20005260035958,FS-S125767,2999,2023-09-07
#109596,20005260036020,SK-S116160,4399,2023-09-09
#108753,20005260035594,FS-S127628,2499,2023-09-02
#109566,20005260036007,FS-S123696,6649,2023-09-08
#109633,20005260036044,"WP-S120096,WP-S119811",11858,2023-09-09
#109580,20005260036015,SK-S130417,3999,2023-09-09
#109557,20005260036002,WP-S2263,2999,2023-09-08
#109522,20005260035987,FS-SL2871,2599,2023-09-08
#107598,20005260036030,FS-S123784,6499,2023-08-21
#109577,20005260036013,FS-S124796,4599,2023-09-09
#109551,20005260036000,FS-S127856,2599,2023-09-08
#109589,20005260036018,FS-S125920,2249,2023-09-09
#109567,20005260036006,FS-S125587,2899,2023-09-08
#109584,20005260036009,FS-S127854,2649,2023-09-09
#109568,20005260036008,FS-S127638,2449,2023-09-08
#109408,20005260035985,"FS-S125483,SK-S131046",5501,2023-09-07
#109444,20005260035953,FS-S125209,3849,2023-09-07
#109526,20005260035989,SK-S131036,0,2023-09-08
#109585,20005260036010,FS-S127413,2119,2023-09-09
#109535,20005260035991,FS-S125304,2859,2023-09-08
#109552,20005260036001,FS-S124113,6599,2023-09-08
#109545,20005260035998,FS-S125355,3849,2023-09-08
#109536,20005260035992,FS-S125554,2889,2023-09-08
#109597,20005260036021,SK-S130102,9499,2023-09-09
#109613,20005260036032,FS-CK50,2499,2023-09-09
#109514,20005260035981,FS-S125731,2859,2023-09-08
#109614,20005260036033,FS-CK127,0,2023-09-09
#109288,20005260035875,FS-S125733,3599,2023-09-06
#109592,20005260036019,FS-S125917,3000,2023-09-09
#109297,20005260035879,FS-S125722,2849,2023-09-06
#108864,20005260035650,"FS-S125207,FS-S125244",7948,2023-09-03
#109615,20005260036034,FS-S125878,2849,2023-09-09
#109450,20005260035956,"FS-S125860,FS-S125647",7098,2023-09-07
#109582,20005260036016,FS-S125720,3599,2023-09-09
#109544,20005260035997,MKP-S122297-43,2999,2023-09-08
#109474,20005260035967,FS-S125732,2849,2023-09-08
#109603,20005260036024,SK-S131290,3149,2023-09-09
#109390,20005260035928,FS-S125713,2889,2023-09-07
#109602,20005260036023,SK-S131064,12999,2023-09-09
#109587,20005260036017,FS-S125690,3599,2023-09-09
#108945,20005260035694,FS-S125223,3699,2023-09-03
#109636,20005260036049,"SK-JK86,SK-JK2,SK-CT38",0,2023-09-09
#109562,20005260036004,FS-S127880,2649,2023-09-08
#109565,20005260036005,MKP-WL24,2100,2023-09-08
#109271,20005260035862,"MKP-C70012,MKP-C70036,MKP-C70049",2897,2023-09-06
#109622,20005260036037,WP-S119908,0,2023-09-09
#109618,20005260036036,FS-S127812,2899,2023-09-09
#109559,20005260036003,FS-S125230,2849,2023-09-08
#109638,20005260036051,WP-S120151,2699,2023-09-09
#109516,20005260035986,"FS-S125727,FS-S124996",5798,2023-09-08
#109632,20005260036043,FS-S124941,5499,2023-09-09
#109524,20005260035988,SK-S131053,0,2023-09-08
#109626,20005260036041,"FS-S125095,FS-S125259",7098,2023-09-09
#109635,20005260036048,SK-S130879,4499,2023-09-09
#108607,20005260035983,WP-S79125,9100,2023-08-31
#109619,20005260036038,SK-S121241,3999,2023-09-09
#109600,20005260036022,WP-S68063,7829,2023-09-09
#109339,20005260035895,FS-S125752,2889,2023-09-07
#109578,20005260036014,WP-S17753,3599,2023-09-09
#109350,20005260035902,FS-S125759,2899,2023-09-07
#109573,20005260036012,MKP-C70028,1249,2023-09-08
