"Order Ref",Tracking,SKU,Total,Date
#101907,20005260032037,WP-S119832,5299,2023-06-01
#101913,20005260032038,SK-S102991,1807,2023-06-01
#101874,20005260032021,SK-S107704,1950,2023-05-31
#101921,20005260032041,"SK-BG69731,SK-S67544,SK-S117088",6225,2023-06-02
#101869,20005260032019,SK-S118366,4799,2023-05-31
#101760,20005260031963,SK-S118319,4849,2023-05-27
#101823,20005260031995,"SK-S116936,SK-S116921,SK-S118367",13997,2023-05-29
#101817,20005260031993,"SG-WL21,SG-WL22",4522,2023-05-29
#101947,20005260032046,SK-S117044,4399,2023-06-02
#101903,20005260032036,SK-S93278,1099,2023-06-01
#101924,20005260032042,SK-FS760,2699,2023-06-02
#101941,20005260032045,SK-10598,1138,2023-06-02
#101916,20005260032039,SK-S118354,4999,2023-06-01
#101952,20005260032049,"SK-S67615,SK-S73814,SK-S56660",2597,2023-06-02
#101933,20005260032044,SK-S117950,4299,2023-06-02
#101953,20005260032050,SK-S98649,1937,2023-06-02
#101951,20005260032048,"SK-S80018,SK-S96238",1948,2023-06-02
#101927,20005260032043,SK-S113830,1807,2023-06-02
#101919,20005260032040,"WP-S118776,WP-S118620",12598,2023-06-01
#101955,20005260032051,SK-S111288,1109,2023-06-02
#101768,20005260031973,SF-SH2044,1749,2023-05-28
