"Order Ref",Tracking,SKU,Total,Date
#101728,20005260031934,SK-S119387,2499,2023-05-27
#101723,20005260031931,SK-S119089,2599,2023-05-26
#101736,20005260031938,SK-S117111,0,2023-05-27
#101721,20005260031929,WP-S118775,6199,2023-05-26
#101747,20005260031952,SK-S118303,6499,2023-05-27
#101660,20005260031939,WP-S118810,3774,2023-05-25
#101739,20005260031945,"SK-S96292,SK-S90989,SK-S86932",2597,2023-05-27
#101729,20005260031946,SK-S119355,5499,2023-05-27
#101722,20005260031930,SK-S106728,1648,2023-05-26
#101745,20005260031950,SK-S95863,1149,2023-05-27
#101741,20005260031948,SK-S119292,4149,2023-05-27
#101606,20005260031940,WP-S118407,0,2023-05-24
#101746,20005260031951,WP-S104093,5299,2023-05-27
#101735,20005260031937,WP-S118447,6199,2023-05-27
#101750,20005260031955,SK-S118287,2249,2023-05-27
#101738,20005260031944,SK-S118202,3749,2023-05-27
#101720,20005260031928,SK-S89056,1149,2023-05-26
#101539,20005260031941,SK-S119139,1560,2023-05-23
#101731,20005260031935,SK-S119075,2249,2023-05-27
#101724,20005260031932,SK-S117062,4999,2023-05-26
#101690,20005260031900,SF-SH1955,0,2023-05-25
