"Order Ref",Tracking,SKU,Total,Date
#99445,79245425795354,SK-S110007,1471,2023-04-26
#99313,79245425795192,SK-BL244,749,2023-04-22
#99446,79245425795355,SK-TS2723,549,2023-04-26
#99359,79245425795255,SK-S116864,2099,2023-04-24
#99411,79245425795315,SK-S110876,1010.32,2023-04-25
#99298,79245425795177,WP-S116071,5499,2023-04-22
#99381,79245425795281,WP-S73307,5196,2023-04-24
#99428,79245425795334,WP-S83326,4299,2023-04-25
#99316,79245425795195,SK-S100271,2599,2023-04-22
#99174,79245425795031,WP-22376,1815,2023-04-19
#99285,79245425795163,"SK-S116449,SK-FS123",3549,2023-04-22
#99493,79245425795413,"SK-S84350,SK-SL727,SK-SL319,SK-SL311,SK-SL743",8491,2023-04-27
#99410,79245425795314,SK-KS789,742,2023-04-25
#99469,79245425795383,SK-S116560,0,2023-04-26
#99497,79245425795421,SK-S116863,4599,2023-04-27
#99494,79245425795418,SK-S116893,5299,2023-04-27
#99449,79245425795358,WP-S115548,4799,2023-04-26
#99450,79245425795359,SK-S116261,2699,2023-04-26
#99293,79245425795172,SK-S116457,1699,2023-04-22
#99424,79245425795330,SK-S107186,1748,2023-04-25
#99335,79245425795222,SK-S116715,4299,2023-04-23
#99395,79245425795295,SK-BG69275,1649,2023-04-24
#99365,79245425795262,SK-S110461,2249,2023-04-24
#99287,79245425795166,SK-S116516,3699,2023-04-22
#99392,79245425795292,WP-S11648,3995,2023-04-24
#99315,79245425795194,SK-S116369,2899,2023-04-22
#99290,79245425795169,SK-S106838,1648,2023-04-22
