"Order Ref",Tracking,SKU,Total,Date
#114471,772708178907,FS-S126372,3399,2023-11-06
#114500,772708178917,FS-S126328,2919,2023-11-06
#114383,772708178870,SK-S131684,0,2023-11-04
#114399,772708178882,FS-S126244,2859,2023-11-04
#114360,772708178862,WP-S77224,11899,2023-11-04
#114499,772708178916,SK-S106926,1849,2023-11-06
#114425,772708178897,SK-S121642,2249,2023-11-05
#114375,772708178865,"FS-S126258,FS-S126300",6598,2023-11-04
#114472,772708178908,SK-S132079,2499,2023-11-06
#113280,772708178889,SK-S121308,2699,2023-10-22
#114467,772708178906,FS-S124583,3499,2023-11-06
#113152,772708178885,SK-S130835,6489,2023-10-20
#114481,772708178912,WP-S133546,6500,2023-11-06
#114438,772708178900,SK-S107365,1849,2023-11-05
#114493,772708178918,FS-S125491,2849,2023-11-06
#114174,772708178919,"SK-KS3975,SK-KS3970,SK-KS3549",1997,2023-11-01
#114488,772708178913,FS-S127587,2449,2023-11-06
#111919,772708178884,FS-S126023,2899,2023-10-05
#114480,772708178911,FS-S124406,3349,2023-11-06
#114444,772708178901,FS-S126232,2899,2023-11-05
#114403,772708178892,FS-S126266,3599,2023-11-04
#114406,772708178893,SK-S121106,2249,2023-11-04
#114496,772708178915,FS-S126324,3999,2023-11-06
#114479,772708178910,FS-S135186,3599,2023-11-06
#114451,772708178902,FS-S135091,2899,2023-11-05
#114422,772708178895,SK-H1051,533,2023-11-05
#114424,772708178896,FS-S126346,3699,2023-11-05
