"Order Ref",Tracking,SKU,Total,Date
#111499,792454257111450,SK-S130712,1509,2023-09-30
#111434,792454257111368,FS-S125204,0,2023-09-29
#111445,792454257111385,FS-CK99,1335,2023-09-29
#111426,792454257111360,FS-S125883,2745,2023-09-29
#111442,792454257111382,SK-S133038,2599,2023-09-29
#111474,792454257111418,FS-HB353,1955,2023-09-30
#111485,792454257111434,MKP-WL7,1450,2023-09-30
#111378,792454257111305,FS-S124706,2745,2023-09-29
#111314,792454257111221,SK-S131770,4999,2023-09-28
#111523,792454257111577,FS-S124811,2745,2023-09-30
#111353,792454257111276,FS-S127881,1552,2023-09-29
