"Order Ref",Tracking,SKU,Total,Date
#120196,792454257124770,SK-S133314,2599,2023-12-28
#120202,792454257124777,SK-S136527,4999,2023-12-28
#120150,792454257124706,SK-S136590,2400,2023-12-27
#120052,792454257124575,SK-H6057,1499,2023-12-25
#120136,792454257124686,SK-S133372,2400,2023-12-27
#120153,792454257124709,"SK-H4302,SK-H6041",0,2023-12-28
#120096,792454257124635,WP-S136813,0,2023-12-26
#120148,792454257124704,SK-KS6034,1909,2023-12-27
#120168,792454257124728,FS-CK115,2749,2023-12-28
#120129,792454257124678,"SK-H6020,SK-H5881",1648,2023-12-27
#120144,792454257124698,SK-H4137,949,2023-12-27
#120000,792454257124507,WP-S115987,6999,2023-12-23
#120151,792454257124707,SK-KS6028,2049,2023-12-27
