"Order Ref",Tracking,SKU,Total,Date
#109400,792454257108598,FS-S125220,2949,2023-09-07
#109332,792454257108519,FS-S127668,2049,2023-09-07
#109379,792454257108568,FS-S124988,2249,2023-09-07
#109414,792454257108615,SK-S115744,2249,2023-09-07
#109280,792454257108460,SK-S131008,3759,2023-09-06
#109345,792454257108535,SK-JK90,3599,2023-09-07
#109245,792454257108418,FS-S125430,850,2023-09-06
#109380,792454257108569,FS-S127732,2499,2023-09-07
#109387,792454257108577,FS-S125070,3849,2023-09-07
#109119,792454257108279,FS-S127865,2049,2023-09-05
#109310,792454257108494,FS-S127794,2499,2023-09-06
#109319,792454257108504,FS-SL2927,5999,2023-09-06
#109164,792454257108328,SK-S131000,4949,2023-09-05
