"Order Ref",Tracking,SKU,Total,Date
#100917,WR6860648,"SK-T317,SK-C69901,WP-SH1438",2706,2023-05-14
#101011,WR6862717,WP-S11296,4920,2023-05-15
#100905,WR6858953,WP-S108757,4299,2023-05-14
#101107,WR6888223,SK-S116672,1929,2023-05-16
#100968,WR6863931,SK-JK-S119024,4599,2023-05-14
#101087,WR6883803,SK-S117030,3500,2023-05-16
#101100,WR6885420,SK-S118191,2589,2023-05-16
#100452,WR6775829,"SB-TS170-L,SB-TS44-L,SB-TS182-L,SB-TS184-L",1047,2023-05-10
#100969,WR6863920,SK-JK-S118911,4799,2023-05-14
#101086,WR6883795,SK-S118285,4999,2023-05-16
#100602,WR6824381,SB-TS141-S,50,2023-05-12
#101053,WR6880396,"SK-BL150,SK-S118038",2758,2023-05-15
#100932,WR6861545,SK-S68434,2350,2023-05-14
#101027,WR6868367,SK-S116780,2409,2023-05-15
