"Order Ref",Tracking,SKU,Total,Date
#101525,79245425798202,SK-S108211,3599.2,2023-05-23
#101527,79245425798204,SK-S116379,3449,2023-05-23
#101477,79245425798085,WP-S118728,5699,2023-05-21
#101523,79245425798200,SK-S118247,3849,2023-05-22
#101503,79245425798112,"WP-S118413,WP-S118603",5699,2023-05-22
#101524,79245425798201,SK-S117820,4399,2023-05-23
#101443,79245425798032,WP-S118793,6599,2023-05-20
#101521,79245425798198,SK-S108504,3199,2023-05-22
#101435,79245425798020,WP-S118876,5899,2023-05-20
#101498,79245425798106,WP-S118799,11999,2023-05-22
#101544,79245425798232,"SK-S118978,SK-S119336,SK-S106563,SK-S108385",6894,2023-05-23
