"Order Ref",Tracking,SKU,Total,Date
#99560,20005260030919,SK-S116360,1833,2023-04-28
#99550,20005260030917,"SK-S116391,SK-S116381",6144,2023-04-28
#99544,20005260030915,SK-S109960,1833,2023-04-28
#99562,20005260030921,WP-S116034,1833,2023-04-28
#99444,20005260030850,"SK-BG69372,SK-BG69287",3448,2023-04-26
#99548,20005260030916,SK-SN15643,1833,2023-04-28
#99538,20005260030910,SK-S91713,1833,2023-04-28
#99530,20005260030907,SK-S110010,1833,2023-04-27
#99528,20005260030906,SK-S108613,1833,2023-04-27
#99541,20005260030912,SK-S107876,1833,2023-04-28
#99397,20005260030828,SG-WL5,1833,2023-04-24
#99566,20005260030924,SK-S116610,1833,2023-04-28
#99575,20005260030929,SK-S107711,1833,2023-04-28
#99577,20005260030931,SK-S114923,1833,2023-04-28
#99542,20005260030913,SK-S107495,1833,2023-04-28
#99527,20005260030905,SK-KS885,1833,2023-04-27
#99570,20005260030927,SK-S97459,1833,2023-04-28
#99547,20005260030920,WP-S116009,1833,2023-04-28
#99567,20005260030925,WP-S116014,1833,2023-04-28
#99372,20005260030820,G-EB006,1833,2023-04-24
#99534,20005260030909,SK-S115727,1833,2023-04-27
#99526,20005260030904,SK-S116881,1833,2023-04-27
