"Order Ref",Tracking,SKU,Total,Date
#107878,20005260035336,FS-S123764,1205,2023-08-25
#108251,20005260035339,"SK-KS4130,SK-KS2696",2648,2023-08-28
#107461,20005260035334,SK-S117916,1202,2023-08-19
#107717,20005260035335,SK-FS87026,0,2023-08-23
#108211,20005260035320,FS-S124335,3349,2023-08-28
#108128,20005260035284,FS-S124331,2899,2023-08-27
#108168,20005260035299,FS-CK103,2499,2023-08-27
#108133,20005260035285,FS-S127529,2149,2023-08-27
#108208,20005260035319,FS-S124307,3299,2023-08-28
#108169,20005260035300,SK-S130265,8499,2023-08-27
#108076,20005260035258,"SK-SC64428,SK-SC64593,SK-SC60828,FS-S127333",2682,2023-08-27
#108140,20005260035288,FS-S127185,2649,2023-08-27
#108071,20005260035256,SK-S120519,3499,2023-08-27
#108152,20005260035292,FS-S124258,5999,2023-08-27
#108204,20005260035317,FS-S127574,2799,2023-08-28
#107705,20005260035286,SK-S121180,52,2023-08-23
#108178,20005260035306,FS-S124010,7899,2023-08-27
#108170,20005260035301,SK-S104686,1924,2023-08-27
#108061,20005260035251,"FS-S123932,FS-S127545",8598,2023-08-26
#108146,20005260035290,SK-KS2528,1249,2023-08-27
#108062,20005260035252,SK-JK60,2999,2023-08-26
#108160,20005260035294,FS-S127456,1999,2023-08-27
#108054,20005260035248,"SK-S130355,FS-S124429",0,2023-08-26
#108180,20005260035307,FS-S127504,2249,2023-08-28
#108080,20005260035262,"FS-S127209,FS-S127210",4048,2023-08-27
#108188,20005260035312,SK-S130283,7399,2023-08-28
#108186,20005260035311,FS-S127521,2049,2023-08-28
#108149,20005260035291,"SK-S120968,SK-S122283",3998,2023-08-27
#108044,20005260035243,"FS-S127317,FS-S124340",5048,2023-08-26
#108201,20005260035316,FS-S124394,2699,2023-08-28
#108101,20005260035274,"FS-S123902,FS-S127477",8498,2023-08-27
#107927,20005260035338,FS-S127516,0,2023-08-25
#108161,20005260035295,FS-S123720,6699,2023-08-27
#108162,20005260035296,FS-S124433,2899,2023-08-27
#108206,20005260035318,SK-BG69138,2789,2023-08-28
#108238,20005260035330,FS-S127339,2009,2023-08-28
#108255,20005260035340,FS-S127544,2009,2023-08-28
#108175,20005260035305,"SK-S122803,FS-HB437,FS-HB578,FS-HB493",11996,2023-08-27
#108184,20005260035310,"FS-S127244,FS-S127381",3684,2023-08-28
#108171,20005260035304,FS-S124294,3199,2023-08-27
#108236,20005260035328,FS-S124266,0,2023-08-28
#107896,20005260035337,SK-FS99596,0,2023-08-25
#108165,20005260035298,FS-S124400,0,2023-08-27
#108213,20005260035322,FS-S127530,3999,2023-08-28
#108221,20005260035325,FS-S124346,3499,2023-08-28
#108228,20005260035326,SK-S114972,2249,2023-08-28
#108143,20005260035289,FS-HB445,2149,2023-08-27
#108200,20005260035314,FS-S127461,0,2023-08-28
#108089,20005260035269,SK-S97115,1499,2023-08-27
#108041,20005260035242,FS-S127314,2049,2023-08-26
#108212,20005260035321,SK-KS4132,1549,2023-08-28
#108083,20005260035265,SK-S123310,3999,2023-08-27
#108164,20005260035297,FS-S127431,2649,2023-08-27
#108055,20005260035249,FS-S124267,3999,2023-08-26
#108053,20005260035247,FS-S127492,2049,2023-08-26
#108085,20005260035266,FS-S127289,1999,2023-08-27
#108038,20005260035241,FS-S127564,1999,2023-08-26
#108103,20005260035275,FS-S127549,2019,2023-08-27
#108121,20005260035281,SK-S113444,2249,2023-08-27
#108016,20005260035233,FS-S127582,2039,2023-08-26
#108087,20005260035268,FS-S127332,2009,2023-08-27
#108098,20005260035272,FS-S124300,3599,2023-08-27
#108051,20005260035246,SK-H1328,1549,2023-08-26
#108196,20005260035283,FS-S124405,0,2023-08-28
#108078,20005260035260,FS-S127533,2049,2023-08-27
#108067,20005260035253,FS-HB446,2249,2023-08-26
#108112,20005260035278,FS-S127372,2049,2023-08-27
#108105,20005260035277,FS-S127524,1999,2023-08-27
#108125,20005260035282,FS-S124306,3349,2023-08-27
#108074,20005260035257,FS-S127238,2499,2023-08-27
#108077,20005260035259,SK-S130125,8599,2023-08-27
#108116,20005260035279,SK-S115409,1649,2023-08-27
#108120,20005260035280,FS-S124386,2039,2023-08-27
#108095,20005260035270,FS-S127500,1999,2023-08-27
#108079,20005260035261,SK-KS4114,999,2023-08-27
