"Order Ref",Tracking,SKU,Total,Date
#112271,20005260037408,FS-SL2777,2649,2023-10-10
#112153,20005260037345,WP-S108785,4499,2023-10-08
#112246,20005260037399,FS-S125015,3349,2023-10-09
#112132,20005260037332,WP-S134073,9299,2023-10-07
#112291,20005260037419,SK-S121091,3889,2023-10-10
#111125,20005260037396,SK-S121432,3999,2023-09-27
#112250,20005260037401,FS-S127584,1999,2023-10-09
#112279,20005260037409,SK-S130593,2649,2023-10-10
#112262,20005260037404,FS-S123648,5489,2023-10-10
#112292,20005260037420,SK-S131359,2699,2023-10-10
#110258,20005260036389,SK-S131040,8999,2023-09-16
#112261,20005260037403,SK-SL19464,1823,2023-10-10
#112267,20005260037407,SK-S131894,2649,2023-10-10
#112293,20005260037421,"SK-H1675,SK-CT96,SK-H2173",0,2023-10-10
#112296,20005260037422,SK-SN15659,1449,2023-10-10
#112290,20005260037418,SK-S133065,2699,2023-10-10
#112247,20005260037400,SK-S122097,3999,2023-10-09
#112282,20005260037411,FS-S126015,3989,2023-10-10
