"Order Ref",Tracking,SKU,Total,Date
#101402,WR6955199,SK-S114888,6598,2023-05-20
#101173,WR6928574,SK-S115250,6598,2023-05-17
#101396,WR6955231,SK-S104665,6598,2023-05-19
#101438,WR6959248,SK-S116935,2379,2023-05-20
#101397,WR6955225,SK-S107406,6598,2023-05-20
#101393,WR6955868,SK-S112331,6598,2023-05-19
#101398,WR6955222,SK-S119120,6598,2023-05-20
#101390,WR6955926,SK-S119112,6598,2023-05-19
#101234,WR6922230,SK-FS129,6598,2023-05-17
#101437,WR6959227,SK-S105286,1929,2023-05-20
#101448,WR6960901,SK-S116471,3749,2023-05-20
