"Order Ref",Tracking,SKU,Total,Date
#104874,20005260033453,SK-S117773,2500,2023-07-27
#104480,20005260033251,SK-S120921,1250,2023-07-21
#104842,20005260033436,WP-S94554,6499,2023-07-26
#104831,20005260033427,WP-S71777,4198,2023-07-26
#104873,20005260033452,SK-S106648,1849,2023-07-27
#104826,20005260033422,WP-S64537,5799,2023-07-26
#104845,20005260033439,"WP-S120041,WP-S119987",11198,2023-07-26
#104835,20005260033431,WP-S115912,6199,2023-07-26
#104837,20005260033432,"WP-S117460,WP-S116131",21800,2023-07-26
#104834,20005260033430,SK-S113607,1750,2023-07-26
#104829,20005260033425,"SK-TS5528,SK-TS5872,SK-TS6131",1147,2023-07-26
#104768,20005260033447,WP-S120047,0,2023-07-25
#104832,20005260033428,SK-S115383,3499,2023-07-26
#104844,20005260033438,SK-S88002,3599,2023-07-26
#104861,20005260033442,"SK-KS2098,SK-KS2748",2178,2023-07-27
#104828,20005260033424,SK-S121282,4299,2023-07-26
#104859,20005260033441,"SK-S107967,SK-S120552",5498,2023-07-27
#104839,20005260033434,WP-S72907,4723,2023-07-26
#104838,20005260033433,SK-S116665,3199,2023-07-26
#104847,20005260033440,SK-S105475,3349,2023-07-27
#104822,20005260033421,SK-S117994,3449,2023-07-26
#104709,20005260033446,SK-S115384,0,2023-07-24
#104571,20005260033444,SK-S121385,0,2023-07-22
#104219,20005260033116,SK-S120462,1250,2023-07-16
#104843,20005260033437,SK-S117010,3149,2023-07-26
#104582,20005260033445,SK-S105786,0,2023-07-22
#104497,20005260033443,WP-S120031,0,2023-07-21
