"Order Ref",Tracking,SKU,Total,Date
#101588,KI762201829,SK-S117055,2349,2023-05-24
#101567,KI762200973,RM-SHO10-L,699,2023-05-23
#101560,KI762195813,SK-S29351,1199,2023-05-23
#101609,KI762206888,SK-8233,1199,2023-05-24
#101579,KI762201412,SK-S87877,1099,2023-05-24
#101568,KI762200983,SK-S71730,1149,2023-05-23
#101561,KI762200772,SK-S119121,2399,2023-05-23
#101530,KI762189093,WP-S118730,6449,2023-05-23
#101557,KI762195440,SK-S96424,1049,2023-05-23
#101562,KI762200784,SK-S119391,2249,2023-05-23
#101583,KI762201750,"SK-SN15095,SK-S96467",1548,2023-05-24
#101589,KI762201851,SK-S119365,4199,2023-05-24
