"Order Ref",Tracking,SKU,Total,Date
#112477,20005260037508,WP-S120177,4789,2023-10-13
#112436,20005260037492,SK-S133166,3249,2023-10-12
#112435,20005260037490,FS-S125080,2849,2023-10-12
#112473,20005260037507,WP-S20294,3489,2023-10-13
#112480,20005260037509,SK-S132029,4989,2023-10-13
#112491,20005260037514,WP-S14807,3808,2023-10-13
#112450,20005260037496,"SK-S132272,SK-S119299,FS-S125360",6177,2023-10-12
#112485,20005260037512,SK-S132013,2549,2023-10-13
#112439,20005260037498,WP-S134241,7489,2023-10-12
#112424,20005260037473,WP-S133987,8289,2023-10-12
#112419,20005260037472,WP-S81598,11899,2023-10-12
#112456,20005260037499,FS-S135317,2849,2023-10-12
#112519,20005260037526,WP-S104980,3289,2023-10-13
#112461,20005260037502,SK-S131354,3439,2023-10-12
#112484,20005260037511,WP-S133521,4589,2023-10-13
#112516,20005260037525,WP-S15333,4389,2023-10-13
#111585,20005260037484,"FS-S125342,FS-S127531",4047,2023-10-01
#112507,20005260037520,WP-S109504,3389,2023-10-13
#112472,20005260037506,FS-S123586,5589,2023-10-13
#112367,20005260037451,WP-S81615,8764,2023-10-11
#112508,20005260037521,"FS-S127241,SK-S131989",3438,2023-10-13
#112514,20005260037524,SK-S116800,3189,2023-10-13
#112437,20005260037493,"SK-S132265,SK-S131978",5488,2023-10-12
#112513,20005260037523,WP-S134264,7439,2023-10-13
#112493,20005260037515,FS-S125997,2899,2023-10-13
#112455,20005260037497,SK-S133178,2499,2023-10-12
#112500,20005260037519,SK-CT291,3099,2023-10-13
#112459,20005260037501,SK-S132160,3639,2023-10-12
#112442,20005260037495,WP-S17840,4848,2023-10-12
#112483,20005260037510,SK-S132278,3989,2023-10-13
