"Order Ref",Tracking,SKU,Total,Date
#109845,792454257109099,SK-S112771,3374,2023-09-11
#109880,792454257109142,SK-S130840,4699,2023-09-12
#109525,792454257108737,SK-S130982,0,2023-09-08
#109790,792454257109039,FS-S125889,3599,2023-09-11
#109833,792454257109086,SK-S92450,2649,2023-09-11
#109837,792454257109091,FS-S127226,1999,2023-09-11
#109862,792454257109120,FS-S125882,2899,2023-09-12
#109861,792454257109119,WP-S120173,5999,2023-09-12
#109875,792454257109137,FS-S125603,3599,2023-09-12
#109663,792454257108895,WP-S119745,20999,2023-09-09
#109885,792454257109150,SK-S131013,3150,2023-09-12
#109900,792454257109168,FS-S125745,500,2023-09-12
#109897,792454257109165,SK-C69323,299,2023-09-12
#109039,792454257108191,FS-S124117,3710,2023-09-04
#109616,792454257108834,FS-HB415,0,2023-09-09
#109884,792454257109149,SK-S130437,0,2023-09-12
#109630,792454257108851,"SK-TS1667,SK-TS4335,SK-TS6182,SK-TS3815,SK-TS4584,SK-TS4572,SK-TS6162,SK-TS6300",3092,2023-09-09
#109774,792454257109020,FS-S125216,3549,2023-09-11
