"Order Ref",Tracking,SKU,Total,Date
#114293,WR11254644,FS-S126315,2849,2023-11-03
#114203,WR11234399,MKP-C69964,1288,2023-11-02
#114308,WR11263656,SK-S130116,4999,2023-11-03
#114367,WR11268633,FS-S126071,2889,2023-11-04
#114349,WR11267716,"SK-S133144,SK-SC64584",2644,2023-11-04
#114329,WR11265653,SK-S132412,4249,2023-11-03
#114355,WR11267745,"SK-KS2694,SK-KS3900",1948,2023-11-04
#114386,WR11270104,FS-S126267,3999,2023-11-04
#114364,WR11268623,SK-CT217,1599,2023-11-04
#114301,WR11255468,SK-S132080,2549,2023-11-03
