"Order Ref",Tracking,SKU,Total,Date
#111562,WR10656515,SK-H1705,1274,2023-09-30
#111659,WR10660916,WP-S134105,9549,2023-10-02
#111609,WR10658883,WP-S94397,5499,2023-10-01
#111563,WR10656517,"FS-S125139,FS-S124960",5191,2023-09-30
#110896,WR10540187,"SK-H65627,SK-H28273,FS-S127773,FS-S127792",3202,2023-09-25
#110712,WR10513627,SK-S130497,5749,2023-09-23
#111619,WR10659019,WP-S19963,3751,2023-10-01
#111641,WR10660579,FS-S123700,6450,2023-10-02
#111733,WR10675075,FS-S127491,1552,2023-10-03
#111614,WR10663800,"SK-H753,SK-H1708",2398,2023-10-01
#111746,WR10676567,FS-S124885,2745,2023-10-03
