"Order Ref",Tracking,SKU,Total,Date
#102710,20005260032330,WP-S109451,2901,2023-06-17
#102658,20005260032307,WP-S109411,4499,2023-06-16
#102659,20005260032308,WP-S115865,4799,2023-06-16
#102671,20005260032313,WP-S118535,5099,2023-06-16
#102682,20005260032317,"WP-S116091,SK-FS30",9098,2023-06-17
#102708,20005260032329,WP-SL883,5999,2023-06-17
#102627,20005260032298,"WP-S94381,SK-S120769",6248,2023-06-16
#102454,20005260032252,GT-SW24,6248,2023-06-14
#102445,20005260032250,SB-TS45-S,6248,2023-06-13
#102686,20005260032319,SK-S116271,2649,2023-06-17
#102693,20005260032322,SK-S120493,550,2023-06-17
#102662,20005260032310,SK-S119147,4299,2023-06-16
#102687,20005260032320,"SK-TP470,SK-TP254,SK-TP283,SK-TP106,SK-TP26",1965,2023-06-17
#102654,20005260032306,"SK-S117117,SK-S120864",6198,2023-06-16
#102688,20005260032321,SK-C69867,649,2023-06-17
#102696,20005260032323,SK-KS3947,1249,2023-06-17
#102677,20005260032315,SK-KS3413,1049,2023-06-16
#102667,20005260032311,SK-BG69552,1849,2023-06-16
#102697,20005260032324,SK-S120636,4599,2023-06-17
#102669,20005260032312,"SK-TS4634,SK-TS4604,SK-TS1588",1147,2023-06-16
