"Order Ref",Tracking,SKU,Total,Date
#111978,WR10735780,MKP-S122298-42,2999,2023-10-05
#112027,WR10740520,WP-S134137,8899,2023-10-06
#112091,WR10757280,FS-S124277,3399,2023-10-07
#112038,WR10742475,FS-S125625,2889,2023-10-06
#112081,WR10757054,WP-S20313,3636,2023-10-07
#112059,WR10756267,SK-S121178,4499,2023-10-06
#111952,WR10719834,FS-SL2676,2499,2023-10-05
#112069,WR10756345,SK-S133096,2499,2023-10-06
#112080,WR10757040,FS-S135620,2899,2023-10-07
#111966,WR10735476,MKP-S122297-44,2999,2023-10-05
#112087,WR10757249,SK-S132985,2749,2023-10-07
