"Order Ref",Tracking,SKU,Total,Date
#102562,20005260032281,SK-S119083,2799,2023-06-15
#102569,20005260032283,SK-KS2599,1749,2023-06-15
#102552,20005260032278,SK-S117053,3899,2023-06-15
#102520,20005260032273,SK-KS3551,949,2023-06-14
#102547,20005260032276,"SK-TP307,SK-TS5961,SK-TS3833,SK-TS5063,SK-TS3914,SK-TS4739,SK-TS4587,SK-TS5517,SK-TS6192,SK-TS5992,SK-TS4326",3233,2023-06-15
#102459,20005260032275,SK-S,3486,2023-06-14
#102514,20005260032270,SK-FS761,2649,2023-06-14
#102528,20005260032274,SK-S93142,1049,2023-06-14
#102559,20005260032280,SK-S120696,2749,2023-06-15
#102574,20005260032284,SK-S110900,2469,2023-06-15
#101939,20005260032271,WP-S94578,680,2023-06-02
#102565,20005260032282,SK-S113179,3249,2023-06-15
