"Order Ref",Tracking,SKU,Total,Date
#110405,WR10442316,SK-S130699,5499,2023-09-19
#110362,WR10440178,FS-S125546,3259,2023-09-18
#110349,WR10431019,FS-S127199,1999,2023-09-18
#110281,WR10417344,MKP-WL33,1949,2023-09-17
#110309,WR10419935,WP-S93783,4399,2023-09-18
#110364,WR10440194,SK-S131929,4699,2023-09-18
#110389,WR10440511,FS-S125884,3249,2023-09-19
#110202,WR10393240,MKP-TS23-L,1840,2023-09-16
#110355,WR10440075,MKP-S122299-41,2999,2023-09-18
#110345,WR10429031,FS-CK117,3599,2023-09-18
#110313,WR10419999,WP-S119897,20499,2023-09-18
