"Order Ref",Tracking,SKU,Total,Date
#99965,WR6622721,SK-S117855,3649,2023-05-04
#99941,WR6616017,SK-S116310,4299,2023-05-04
#99940,WR6616036,SK-S116184,3499,2023-05-04
#99826,WR6562630,WP-S108834,4499,2023-05-02
#99958,WR6619301,SK-FS404,1348,2023-05-04
#99751,WR6548090,SG-WL2,2100,2023-05-01
#99930,WR6616138,"SK-FS152,SK-S118048",4897,2023-05-04
#99893,WR6570820,WP-S113855,4599,2023-05-03
#99966,WR6623077,SK-S114966,3000,2023-05-04
#99210,WR6553772,"SK-M28896,SK-TI278,SK-TI210,SK-TI71",1696,2023-04-20
