"Order Ref",Tracking,SKU,Total,Date
#103574,20005260032763,WP-S118747,5499,2023-07-04
#103586,20005260032771,WP-S97917,6499,2023-07-04
#103623,20005260032783,WP-S10376,3999,2023-07-05
#103629,20005260032786,SK-BG69395,2499,2023-07-05
#103436,20005260032681,SG-WL31,1750,2023-07-01
#103584,20005260032770,SK-KS3836,949,2023-07-04
#103625,20005260032784,SK-S115778,4149,2023-07-05
#103600,20005260032777,"SK-TP1653,SK-TP684,SK-TP201,SK-TP638,SK-TP134",1965,2023-07-05
#103611,20005260032780,SK-KS4017,1049,2023-07-05
#103622,20005260032782,SK-S120709,4634,2023-07-05
#103593,20005260032774,SK-S118375,4649,2023-07-04
#103614,20005260032781,SK-S117150,4649,2023-07-05
#103632,20005260032788,SK-S120484,4899,2023-07-05
#103604,20005260032778,SK-S115081,3099,2023-07-05
#103269,20005260032595,SG-WL28,3700,2023-06-27
#103607,20005260032779,SK-S117041,4299,2023-07-05
#103550,20005260032746,SG-WL22,2100,2023-07-04
#103627,20005260032785,SK-KS2692,1049,2023-07-05
#103597,20005260032775,SK-S97508,1089,2023-07-05
#103580,20005260032767,"SK-S105926,SK-S113607",3395,2023-07-04
#103598,20005260032776,SK-H26930,1036,2023-07-05
#103564,20005260032754,WP-SH1344,1964,2023-07-04
#103583,20005260032769,SK-S111861,3349,2023-07-04
#103587,20005260032772,SK-S97486,1879,2023-07-04
#103592,20005260032773,SK-S120991,4499,2023-07-04
#103582,20005260032768,SK-S119152,4349,2023-07-04
