"Order Ref",Tracking,SKU,Total,Date
#99563,KI761623808,WP-S94703,7249,2023-04-28
#99621,KI761630545,SK-S116861,250,2023-04-29
#99353,KI760977901,SG-WL24,2100,2023-04-24
#99369,KI760978563,"WP-TS19770,SK-H1078",3576,2023-04-24
#99606,KI761630071,SK-S112249,1448,2023-04-29
#99181,KI760933840,"G-NB 001",2449,2023-04-19
#99605,KI761630013,SK-S116351,2699,2023-04-29
#99592,KI761629615,SK-S117921,4049,2023-04-28
#99582,KI761629349,SK-S116533,3149,2023-04-28
#99618,KI761630274,SK-S116858,2099,2023-04-29
#99618,KI761630274,SK-S116858,2099,2023-04-29
#99518,KI761611232,WP-S94199,13249,2023-04-27
#99572,KI761624273,SK-S116483,4149,2023-04-28
#99390,KI760980536,SG-WL22,2100,2023-04-24
#99295,KI760972676,SD-WL8,1250,2023-04-22
