"Order Ref",Tracking,SKU,Total,Date
#100204,79245425796365,SK-S103416,3399,2023-05-07
#100173,79245425796325,WP-S72043,0,2023-05-06
#100254,79245425796434,SK-S116279,0,2023-05-07
#100236,79245425796404,SK-S116418,3499,2023-05-07
#100173,79245425796325,WP-S72043,0,2023-05-06
#100270,79245425796451,SK-S116790,3749,2023-05-08
#100238,79245425796407,"SK-TP1587,SK-TS6276,SK-TS6415,SK-TP908,SK-TP1422,SK-TP1965,SK-TP1940",0,2023-05-07
#100248,79245425796427,"WP-SL891,SK-C69639",7298,2023-05-07
#100259,79245425796439,SK-S111405,1471,2023-05-07
#100276,79245425796457,SK-S117861,3849,2023-05-08
#100157,79245425796307,WP-S83229,11999,2023-05-06
