"Order Ref",Tracking,SKU,Total,Date
#113826,20005260038088,FS-S126171,5499,2023-10-28
#113799,20005260038079,FS-S124120,6719,2023-10-27
#113852,20005260038094,FS-S134962,2899,2023-10-28
#113822,20005260038086,MKP-S122298-41,2999,2023-10-28
#113821,20005260038085,SK-S119335,2249,2023-10-28
#113808,20005260038081,FS-S125632,3749,2023-10-27
#113745,20005260038073,WP-S77249,13999,2023-10-27
#113739,20005260038052,WP-S134045,8999,2023-10-27
#113761,20005260038059,"FS-S126166,WP-S120182",9548,2023-10-27
#112744,20005260038107,FS-S124108,5289,2023-10-16
#113797,20005260038077,FS-S127288,2149,2023-10-27
#113789,20005260038075,WP-S134275,1560,2023-10-27
#113756,20005260038058,MKP-H4-M,1199,2023-10-27
#113847,20005260038093,SK-S114581,9496.1,2023-10-28
#113816,20005260038082,FS-S127403,2049,2023-10-27
#113773,20005260038063,MKP-H5-L,1099,2023-10-27
#113798,20005260038078,FS-S124751,2899,2023-10-27
#113650,20005260038018,MKP-WL200,2500,2023-10-25
#113819,20005260038084,SK-H1929,1749,2023-10-28
#113867,20005260038105,FS-S126223,2694,2023-10-28
#113801,20005260038080,SB-S-S130506-42,3999,2023-10-27
#113840,20005260038091,FS-S126144,3749,2023-10-28
