"Order Ref",Tracking,SKU,Total,Date
#113338,WR11040101,SK-S122828,2499,2023-10-22
#113307,WR11038683,FS-S126049,2849,2023-10-22
#113320,WR11038896,FS-S126066,3849,2023-10-22
#113355,WR11040865,FS-S135007,3989,2023-10-22
#113331,WR11039776,SK-S121576,3999,2023-10-22
#113296,WR11037657,SK-H2105,2299,2023-10-22
#113271,WR11036346,FS-S135698,1999,2023-10-21
#113224,WR11014453,FS-S124792,3159,2023-10-21
#113009,WR10975970,SB-S-S130506-43,3999,2023-10-19
#113256,WR11035693,FS-S124528,2899,2023-10-21
#113226,WR11014569,SK-S132370,3589,2023-10-21
#113240,WR11016876,"FS-S126062,FS-S127370",4638,2023-10-21
#113231,WR11016423,SK-S130658,3589,2023-10-21
#113232,WR11016424,FS-S126058,3899,2023-10-21
#113188,WR11011958,MKP-SL2559,2249,2023-10-21
#113244,WR11035314,FS-S126057,3089,2023-10-21
