"Order Ref",Tracking,SKU,Total,Date
#111105,WR10571616,MKP-S122298-40,2999,2023-09-27
#111048,WR10559233,SK-S133018,2549,2023-09-26
#111089,WR10571251,SK-S131269,4199,2023-09-26
#111041,WR10557617,SK-BG69371,2699,2023-09-26
#111039,WR10557603,FS-S125512,2745,2023-09-26
#110620,WR10497946,MKP-TS19975-L,2749,2023-09-22
#111052,WR10559215,SK-S130745,5999,2023-09-26
#111088,WR10571249,SK-S130878,4999,2023-09-26
#111092,WR10571259,FS-S127806,1552,2023-09-27
#111133,WR10572145,SK-S112724,2249,2023-09-27
#110925,WR10541153,FS-S125478,2745,2023-09-25
#111077,WR10571140,FS-S125644,2745,2023-09-26
#111136,WR10572175,FS-S124730,2745,2023-09-27
#111156,WR10573116,SK-H856,1249,2023-09-27
#110984,WR10552993,FS-CK88,1335,2023-09-26
#111139,WR10572229,SK-S130763,2699,2023-09-27
#110744,WR10534559,"SK-TS2800,SK-TS4894,SK-TS4314,SK-TS4743,SK-TS5894",1645,2023-09-23
#111149,WR10573055,SK-S130777,4299,2023-09-27
#111085,WR10571238,FS-S124598,2745,2023-09-26
