"Order Ref",Tracking,SKU,Total,Date
#101632,KI762315187,"SK-S93131,SK-S95434,SK-S25904,SK-S74463,SK-S73974,SK-S73694,SK-S88467,SK-S55736",6670,2023-05-24
#101626,KI762314663,"SK-S119106,SK-S117058,SK-S119302",0,2023-05-24
#101359,KI762316808,WP-S117304,0,2023-05-19
#101650,KI762315827,WP-S108837,4649,2023-05-25
#101628,KI762314705,SK-S115820,3849,2023-05-24
#101670,KI762319479,SK-S119374,2249,2023-05-25
#101635,KI762315451,SK-S72358,1149,2023-05-24
#101611,KI762207302,SK-S95980,1149,2023-05-24
#101622,KI762314460,SK-S116933,3699,2023-05-24
#101643,KI762315636,WP-S115537,5799,2023-05-25
#101625,KI762314539,SK-S73919,1049,2023-05-24
#101366,KI762316845,SK-S116429,1132,2023-05-19
#101648,KI762315804,SK-S112385,2489,2023-05-25
#101623,KI762314493,SK-S93286,1099,2023-05-24
#101653,KI762316140,WP-S118853,3500,2023-05-25
#101513,KI762181193,"WP-H225,WP-J274",3848,2023-05-22
#101645,KI762315672,SK-S113657,3374,2023-05-25
#101667,KI762317694,SK-S119366,2349,2023-05-25
#101647,KI762315792,SK-S96013,1099,2023-05-25
#101630,KI762314866,"SK-S113042,WP-S104979,WP-S118779,SK-S119327",13621,2023-05-24
#101633,KI762315229,WP-S15267,4199,2023-05-24
#101640,KI762315551,WP-S118858,5949,2023-05-25
#101621,KI762314432,SK-S105432,3439,2023-05-24
