"Order Ref",Tracking,SKU,Total,Date
#109253,WR9884620,FS-S124639,3249,2023-09-06
#109074,WR9859744,WP-S119993,5599,2023-09-04
#109135,WR9866540,FS-S125377,3749,2023-09-05
#109040,WR9846113,"MKP-C70031,MKP-C70017,FS-S127575",3997,2023-09-04
#109047,WR9857241,FS-S124376,3349,2023-09-04
#109207,WR9883013,FS-S124753,3249,2023-09-06
#109206,WR9882948,FS-S124962,3499,2023-09-06
#109093,WR9860592,FS-S124546,3599,2023-09-05
#109232,WR9883802,FS-S123852,5000,2023-09-06
#109096,WR9860636,WP-S109459,4349,2023-09-05
#109196,WR9882560,SK-S119175,3999,2023-09-06
#109052,WR9858169,FS-S125287,3699,2023-09-04
#109097,WR9860660,FS-S123818,6999,2023-09-05
