"Order Ref",Tracking,SKU,Total,Date
#109308,WR9904304,FS-S125693,5499,2023-09-06
#109289,WR9893133,MKP-S122299-43,2999,2023-09-06
#109185,WR9881365,FS-S125541,2899,2023-09-05
#109209,WR9883132,SB-S-S130503-43,3999,2023-09-06
#109301,WR9904140,FS-S125684,3499,2023-09-06
#109365,WR9905655,MKP-S122297-42,2999,2023-09-07
#109335,WR9905116,FS-S124651,3599,2023-09-07
#109201,WR9882890,FS-S125352,2899,2023-09-06
#109102,WR9860805,FS-S125475,3999,2023-09-05
#109129,WR9866063,FS-S125501,3499,2023-09-05
#109210,WR9883284,SK-S123032,2449,2023-09-06
#109190,WR9881470,FS-S125098,3104,2023-09-05
#109307,WR9904298,FS-S124758,5559,2023-09-06
#109314,WR9904570,FS-S125369,2849,2023-09-06
#108687,WR9786340,"MKP-TS19960-L,MKP-C69988,MKP-C70028",3397,2023-09-01
#109349,WR9905226,FS-S125457,3849,2023-09-07
#109124,WR9865900,"FS-S127879,FS-S127862",4273,2023-09-05
#109204,WR9882932,SK-S131031,5899,2023-09-06
#109320,WR9904610,FS-S125698,3399,2023-09-07
#109131,WR9866066,FS-S125371,3599,2023-09-05
#109283,WR9893108,FS-S124417,3099,2023-09-06
#109346,WR9905205,FS-S127311,2009,2023-09-07
#109295,WR9904075,SK-S131057,8999,2023-09-06
#109166,WR9880237,FS-S127851,2649,2023-09-05
#109371,WR9905965,FS-S127744,2649,2023-09-07
#109103,WR9860807,SK-S130595,2349,2023-09-05
