"Order Ref",Tracking,SKU,Total,Date
#117126,20005260042017,SK-FS87005,749,2023-11-24
#119055,20005260042018,"SK-S131614,SK-S119246",2674,2023-12-13
#118986,20005260042010,"SK-S132616,SK-S132131",2674,2023-12-12
#120194,20005260042021,SK-H4502,949,2023-12-28
#119163,20005260042015,"SK-S133122,SK-S132696,SK-S132122",3636,2023-12-13
#118540,20005260042013,FS-S124997,1462,2023-12-09
#118563,20005260042012,"SK-B15,SK-B5",788,2023-12-10
#120197,20005260042023,FS-S126005,2899,2023-12-28
#120192,20005260042020,FS-S126380,2400,2023-12-28
#119916,20005260041929,WP-S94434,1300,2023-12-22
#120204,20005260042026,FS-S124944,3649,2023-12-28
#119016,20005260042019,"SK-S132379,SK-S131143,SK-S133191",3636,2023-12-12
#120140,20005260041982,"SK-H5992,SK-H5636,SK-H5933",2647,2023-12-27
#120139,20005260041981,SK-H5697,949,2023-12-27
#120141,20005260041983,SK-S133358,2400,2023-12-27
#120184,20005260042007,SK-H6014,949,2023-12-28
#120181,20005260042005,SK-S133375,2400,2023-12-28
#120154,20005260041989,SK-H5967,949,2023-12-28
#120166,20005260041995,"SK-S136725,SK-S133398",4300,2023-12-28
#120147,20005260041986,SK-S133428,2400,2023-12-27
#120014,20005260041872,WP-S77404,11899,2023-12-24
#120113,20005260041946,SK-LC206,2999,2023-12-27
#120002,20005260041864,SK-H6058,2099,2023-12-24
#120169,20005260041996,"SK-H5848,SK-H5978",1648,2023-12-28
#120175,20005260042001,SK-S132326,2340,2023-12-28
#116438,20005260042011,WP-S113947,13499,2023-11-16
#120170,20005260041997,"SK-H5973,SK-H5936,SK-H5842",0,2023-12-28
#119863,20005260041928,WP-S136848,250,2023-12-21
#120102,20005260041936,SK-H4457,1049,2023-12-26
#120112,20005260041943,WP-S136797,5349,2023-12-27
#120135,20005260041979,FS-S126306,2220,2023-12-27
#119945,20005260041953,SK-FS88561,0,2023-12-22
#120124,20005260041971,WP-S136892,5299,2023-12-27
#120177,20005260042003,"SK-H5654,SK-H5907",1648,2023-12-28
#120164,20005260041993,FS-S126357,2400,2023-12-28
#119860,20005260041927,WP-S104114,0,2023-12-21
#119936,20005260041930,WP-S115970,650,2023-12-22
#120121,20005260041969,SK-H5816,949,2023-12-27
#118823,20005260042016,WP-S94234,10624,2023-12-12
#120021,20005260041876,WP-S81549,10624,2023-12-24
#120162,20005260041992,SK-S133413,2220,2023-12-28
#120155,20005260041990,SK-H6001,949,2023-12-28
#120173,20005260042000,"SK-S136716,SK-FS87928",2649,2023-12-28
#120105,20005260041939,WP-S136817,5249,2023-12-26
#120035,20005260041933,WP-S134121,9499,2023-12-25
#120038,20005260041887,"WP-J205,WP-J191",3708,2023-12-25
#120097,20005260041922,WP-S119761,21999,2023-12-26
#120008,20005260041868,WP-JK148,1749,2023-12-24
#120159,20005260041991,"SK-H5914,SK-H5879",1648,2023-12-28
#120107,20005260041941,WP-S136853,5249,2023-12-27
#120045,20005260041891,WP-S78687,11049,2023-12-25
#120099,20005260041944,SK-FS99607,749,2023-12-26
#119804,20005260041962,SK-H4466,0,2023-12-20
#120172,20005260041999,"SK-H5972,SK-H5880,SK-H5830",2347,2023-12-28
