"Order Ref",Tracking,SKU,Total,Date
#108385,WR9712101,FS-S124436,3399,2023-08-29
#108283,WR9706677,FS-S124453,2879,2023-08-28
#108231,WR9688977,FS-S124437,3299,2023-08-28
#108298,WR9706764,FS-S123501,6499,2023-08-28
#108289,WR9706730,FS-S127214,2149,2023-08-28
#108135,WR9685239,WP-S76258,3779,2023-08-27
#108312,WR9707150,SK-KS2741,1649,2023-08-29
#108157,WR9686569,WP-S109436,4199,2023-08-27
#108378,WR9710855,SK-S110732,1471,2023-08-29
#108026,WR9655943,WP-S75323,3914,2023-08-26
#108009,WR9653992,WP-S117267,8278,2023-08-26
#108356,WR9708346,SK-S130546,2669,2023-08-29
#108374,WR9710707,FS-S127416,2499,2023-08-29
