"Order Ref",Tracking,SKU,Total,Date
#102572,WR8135365,SK-S116232,500,2023-06-15
#102892,WR8131575,SK-S120673,5499,2023-06-20
#102885,WR8127037,SK-S107687,1648,2023-06-20
#102759,WR8094507,SF-SH2608,2499,2023-06-18
#102743,WR8091478,SB-TS45-L,1224,2023-06-17
#102861,WR8122592,SK-S120628,5499,2023-06-20
#102897,WR8133976,SK-S120572,4199,2023-06-20
#102851,WR8122042,SK-S107345,1648,2023-06-19
#102871,WR8123604,SK-S116212,2999,2023-06-20
#102753,WR8093431,WP-S115903,4499,2023-06-18
#102857,WR8122410,"SK-BG69199,SK-BG68757",4798,2023-06-19
#102794,WR8099069,WP-S118631,6999,2023-06-18
#102718,WR8063773,"SK-S120880,SK-S117865",4000,2023-06-17
#102676,WR8056888,WW-SHO171-42,1249,2023-06-16
#102810,WR8100204,WW-TS19963-S,1549,2023-06-19
