"Order Ref",Tracking,SKU,Total,Date
#119944,WR12305509,WP-S136841,2899,2023-12-22
#117742,WR12297289,SK-H4766,1049,2023-12-02
#117302,WR12297278,FS-S127287,2649,2023-11-27
#118037,WR12297343,SK-FS287,749,2023-12-06
#118236,WR12297392,SK-FS906,1212,2023-12-08
#119931,WR12296228,"SK-S131820,SK-S131877",2674,2023-12-22
#119933,WR12296252,"SK-H5184,SK-H4117",1462,2023-12-22
#119942,WR12305415,WP-S118739,5999,2023-12-22
#118106,WR12297265,"SK-B26,SK-B79",588,2023-12-07
#117862,WR12297305,"SK-SN16147,SK-SN16188",1648,2023-12-04
