"Order Ref",Tracking,SKU,Total,Date
#102133,20005260032130,SK-S115219,3199,2023-06-07
#102047,20005260032129,SK-S107749,1399,2023-06-05
#102112,20005260032120,SK-S116455,4999,2023-06-06
#102126,20005260032123,"SK-S95997,SK-S95990",1898,2023-06-07
#101908,20005260032125,"SK-S108527,SK-S82984",0,2023-06-01
#102123,20005260032122,"SK-S110862,SK-S97486",4256,2023-06-07
#102117,20005260032121,SK-S118375,4649,2023-06-06
#102128,20005260032124,"SK-KS2712,SK-KS922",3008,2023-06-07
#102100,20005260032128,SK-S117992,3599,2023-06-06
#102138,20005260032134,SK-S119231,1599,2023-06-07
#102129,20005260032126,SK-S97499,988,2023-06-07
