"Order Ref",Tracking,SKU,Total,Date
#113784,WR11121796,SK-S122791,3999,2023-10-27
#113866,WR11137000,FS-S124285,3199,2023-10-28
#113813,WR11133637,FS-S127691,2299,2023-10-27
#113855,WR11136605,FS-S125691,2899,2023-10-28
#113814,WR11133642,SK-KS3101,1449,2023-10-27
#113864,WR11136838,FS-S126194,4099,2023-10-28
#113806,WR11133203,FS-SN16708,2099,2023-10-27
#113664,WR11100072,WP-S83556,9349.15,2023-10-26
#113815,WR11133649,FS-S126229,2899,2023-10-27
#113846,WR11135164,FS-S126212,2849,2023-10-28
#113853,WR11136475,SK-S122172,4499,2023-10-28
#113865,WR11136914,FS-S134927,3649,2023-10-28
