"Order Ref",Tracking,SKU,Total,Date
#114145,772708178798,FS-S135685,2049,2023-11-01
#113927,772708178724,WP-S120190,6999,2023-10-29
#114124,772708178793,FS-S124467,3399,2023-11-01
#114109,772708178805,SK-S133064,2699,2023-10-31
#114143,772708178796,FS-S126036,2889,2023-11-01
#114150,772708178801,SK-S132040,4499,2023-11-01
#114135,772708178795,FS-S135200,3799,2023-11-01
#114152,772708178806,FS-S127551,3999,2023-11-01
#114061,772708178774,WP-S134336,8499,2023-10-31
#114098,772708178785,SK-S130742,4499,2023-10-31
#114095,772708178784,FS-S126197,2849,2023-10-31
#114108,772708178790,SK-JK-FS762,2149,2023-10-31
#114081,772708178779,"FS-SN16623,FS-SN16703",3798,2023-10-31
#114146,772708178799,SK-SL705,1949,2023-11-01
#114100,772708178786,SB-S-S130520-43,3999,2023-10-31
#114113,772708178791,MKP-S122298-44,2999,2023-11-01
#114038,772708178761,WP-S120192,7999,2023-10-30
#114037,772708178760,WP-SL884,5999,2023-10-30
#114107,772708178789,FS-S127686,2499,2023-10-31
#114115,772708178792,"FS-S126150,FS-S126116",5698,2023-11-01
#114104,772708178787,FS-S124496,3399,2023-10-31
