"Order Ref",Tracking,SKU,Total,Date
#101841,20005260032006,SK-S118234,2549,2023-05-30
#101860,20005260032013,SK-S83111,1049,2023-05-31
#101862,20005260032014,SK-S78353,1937,2023-05-31
#101854,20005260032009,SK-S62041,1149,2023-05-31
#101849,20005260032008,SK-S115817,3499,2023-05-31
#101856,20005260032011,SK-S87196,1099,2023-05-31
#101845,20005260032007,SK-S89250,1149,2023-05-30
#101858,20005260032012,SK-S115384,2499,2023-05-31
#101765,20005260031970,SK-S118332,5149,2023-05-28
#101839,20005260032005,SK-S119073,0,2023-05-30
