"Order Ref",Tracking,SKU,Total,Date
#103198,20005260032547,SK-BG69446,4449,2023-06-26
#103054,20005260032470,SB-TR04-S,10148,2023-06-23
#103201,20005260032550,SG-WL2,2100,2023-06-26
#103211,20005260032556,SB-TS61-L,1224,2023-06-26
#103203,20005260032551,SK-S117144,2549,2023-06-26
#103006,20005260032450,"RM-TK4S,SB-TR02-M",10148,2023-06-22
#103196,20005260032545,G-PB1,3999,2023-06-26
#103220,20005260032562,SK-KS1367,620,2023-06-26
#103216,20005260032557,SK-S116312,1749,2023-06-26
#103208,20005260032554,SK-S116966,2399,2023-06-26
#103194,20005260032544,SK-S119002,4299,2023-06-26
#103207,20005260032553,SK-S75812,705,2023-06-26
#103192,20005260032543,SK-C69757,749,2023-06-26
#103222,20005260032564,SK-S120851,510,2023-06-26
#103218,20005260032559,SK-S112424,2022,2023-06-26
#103225,20005260032567,"SK-S118210,SK-S115656",3078,2023-06-26
#103161,20005260032534,"SK-S111177,SK-S118971,SK-S111305,SK-13456,SK-FS94753",11254,2023-06-25
#103141,20005260032525,SK-H32851,599,2023-06-24
#103137,20005260032524,"SK-KS2721,SK-KS2487",2748,2023-06-24
#103171,20005260032538,SK-C69927,749,2023-06-25
#103153,20005260032531,SK-KS4087,999,2023-06-25
#103148,20005260032529,SK-6999,0,2023-06-25
#103133,20005260032522,SK-S120926,2749,2023-06-24
#103157,20005260032533,SK-S120749,2549,2023-06-25
#103175,20005260032539,"SK-SN13907,SK-SN14987",1028,2023-06-25
#103061,20005260032478,SK-S120923,10148,2023-06-23
#103167,20005260032535,SK-S70809,1149,2023-06-25
#103143,20005260032526,SK-S118081,4249,2023-06-25
#103145,20005260032527,SK-S120421,5349,2023-06-25
#103131,20005260032521,SK-BG68923,2590,2023-06-24
#103200,20005260032549,SK-S120632,4999,2023-06-26
#103170,20005260032537,SK-S107031,1648,2023-06-25
