"Order Ref",Tracking,SKU,Total,Date
#104643,792454257102498,SK-S117150,4184.1,2023-07-23
#104634,792454257102486,SK-S115387,2299,2023-07-23
#104547,792454257102383,SK-S120780,3499,2023-07-22
#104594,792454257102441,SK-S105946,1749.5,2023-07-22
#104580,792454257102423,SK-S111182,2089,2023-07-22
#104711,792454257102576,SK-S101943,1500,2023-07-24
#104498,792454257102322,WP-S98277,6499,2023-07-21
#104585,792454257102428,SK-S120574,2399,2023-07-22
#104616,792454257102465,SK-S94980,1888.7,2023-07-23
#104645,792454257102501,SK-S118001,5999,2023-07-23
#104676,792454257102535,SK-KS4127,679,2023-07-24
#104466,792454257102287,SG-WL20,1000,2023-07-20
#104589,792454257102433,"SK-S74208,SK-S103662,SK-TS4952,SK-TS4464",3016,2023-07-22
#104551,792454257102390,SK-TS3440,299,2023-07-22
#104397,792454257102211,SK-KS4147,300,2023-07-19
#104565,792454257102408,SK-S121457,2499,2023-07-22
#104511,792454257102335,SK-S66161,2500,2023-07-21
#104699,792454257102562,"SK-S97508,SK-S110403",2127,2023-07-24
#104512,792454257102336,WP-S120249,5299,2023-07-21
#104527,792454257102360,SK-S120829,3499,2023-07-21
#104601,792454257102448,SK-S105720,1674.5,2023-07-22
