"Order Ref",Tracking,SKU,Total,Date
#112430,792454257112682,WP-S118818,10039,2023-10-12
#112464,792454257112726,WP-S109416,3789,2023-10-12
#112489,792454257112755,SK-S130604,2599,2023-10-13
#112476,792454257112738,SK-S121275,3999,2023-10-13
#112428,792454257112680,FS-S135350,3849,2023-10-12
#112488,792454257112753,"SK-SN15550,SK-S115452",3038,2023-10-13
#112452,792454257112712,SK-TP237,485,2023-10-12
#112163,792454257112354,MKP-WL200,2500,2023-10-08
#112478,792454257112740,FS-SL2677,0,2023-10-13
#112441,792454257112699,SB-S-S130520,3999,2023-10-12
#112460,792454257112722,SK-S132816,0,2023-10-12
#112462,792454257112724,SK-S131675,0,2023-10-12
