"Order Ref",Tracking,SKU,Total,Date
#100674,KI761774630,SK-S116559,1989,2023-05-12
#100703,KI761774806,"SK-S116907,SK-S117768",3805,2023-05-12
#100717,KI761774976,"SK-S113641,SK-S116922",2584,2023-05-13
#100768,KI761775514,SK-S116964,2717,2023-05-13
#100699,KI761774792,"SK-S116661,SK-S97421",4198,2023-05-12
#100687,KI761774698,"SK-S116948,SK-S116663",2878,2023-05-12
#100746,KI761775240,"SK-S116928,SK-S116958",4934,2023-05-13
#100802,KI761775889,SK-S113281,2229,2023-05-13
#100747,KI761775249,"SK-S117856,SK-S116887,SK-S116378",5708,2023-05-13
#100738,KI761775116,"SK-S117980,SK-S116730,SK-S116463,SK-S118156",8540,2023-05-13
#100734,KI761775107,"SK-S118148,SK-S115161,SK-S118192,SK-S109258,SK-S102745,SK-S116850",11550,2023-05-13
#100671,KI761774610,SK-S117012,2409,2023-05-12
#100765,KI761775481,SK-S88570,0,2023-05-13
#100751,KI761775291,"SK-SN14403,SK-S116628",3126,2023-05-13
#100760,KI761775359,SK-S116912,1531,2023-05-13
#100730,KI761775098,SK-S59403,2523,2023-05-13
#100790,KI761775743,SK-S116959,2379,2023-05-13
#100750,KI761775274,SK-S118121,2717,2023-05-13
#100759,KI761775349,SK-S116875,2717,2023-05-13
#100742,KI761775207,SK-S101490,2795,2023-05-13
#100669,KI761774557,"SK-S116941,SK-S114723",4558,2023-05-12
#100661,KI761774260,SK-S118140,2349,2023-05-12
#100752,KI761775300,SK-S118181,2649,2023-05-13
#100737,KI761775115,SK-S117840,2717,2023-05-13
#100721,KI761775058,SK-S117862,2717,2023-05-13
#100725,KI761775066,SK-S96406,1249,2023-05-13
#100735,KI761775108,SK-S116979,2439,2023-05-13
#99304,KI761777028,SK-S116594,4549,2023-04-22
#100714,KI761774863,SK-S118155,2409,2023-05-13
#100817,KI761776966,SK-S116542,2259,2023-05-13
#100736,KI761775112,SK-S116683,1989,2023-05-13
#100723,KI761775061,SK-S71327,1579,2023-05-13
#98119,KI761776291,SK-S108317,1448,2023-04-07
#100731,KI761776822,SK-S99904,0,2023-05-13
#99606,KI761776383,SK-S112249,1448,2023-04-29
#100820,KI761777355,SK-S116551,1560,2023-05-13
#100724,KI761775064,SK-S117793,2079,2023-05-13
#100825,KI761778056,SK-S116261,1719,2023-05-13
#100825,KI761778056,SK-S116261,1719,2023-05-13
#100823,KI761778025,SK-S116444,2717,2023-05-13
#100824,KI761778042,SK-S105447,2579,2023-05-13
