"Order Ref",Tracking,SKU,Total,Date
#111253,WR10589420,"FS-S127257,FS-S125704,MKP-S122298-44",7046,2023-09-28
#111225,WR10588765,FS-SN17176,1180,2023-09-28
#109943,WR10578587,"FS-HB482,FS-HB485",3998,2023-09-12
#111226,WR10588772,"FS-S124596,FS-S125550",5490,2023-09-28
#111221,WR10588640,SK-S109214,3399,2023-09-27
#111102,WR10571604,WP-S118650,5399,2023-09-27
#110451,WR10458888,SK-S132638,2499,2023-09-19
#111178,WR10576337,FS-S125989,3649,2023-09-27
#109724,WR10560507,SK-S120962,1999,2023-09-10
#111239,WR10588967,SK-S101162,3999,2023-09-28
#111054,WR10560018,FS-S125996,2899,2023-09-26
#111222,WR10588648,SK-S131502,2449,2023-09-27
#111236,WR10588957,FS-HB641,1955,2023-09-28
#111296,WR10592040,SK-S120830,3999,2023-09-28
#111209,WR10588200,FS-S127192,1552,2023-09-27
#111242,WR10589273,FS-S124527,2745,2023-09-28
