"Order Ref",Tracking,SKU,Total,Date
#108965,792454257108100,FS-S123477,7199,2023-09-04
#108793,792454257107900,FS-S125289,3699,2023-09-02
#109072,792454257108228,SK-S116345,2699,2023-09-04
#108824,792454257107933,SK-S130850,3849,2023-09-02
#108718,792454257107814,FS-S125158,6999,2023-09-01
#109036,792454257108186,"SK-TS5871,SK-TS4352,SK-TS5899",0,2023-09-04
#108956,792454257108089,"FS-S124632,FS-S124778,FS-S127796",6997,2023-09-04
#108981,792454257108119,SK-FS23,3599,2023-09-04
#109090,792454257108248,FS-S124158,9599,2023-09-05
#108699,792454257107794,MKP-C70050,1249,2023-09-01
#108706,792454257107801,FS-S127750,2049,2023-09-01
#108789,792454257107896,FS-S124791,3149,2023-09-02
#109085,792454257108242,"FS-S127552,FS-S127760",6838,2023-09-05
#109077,792454257108233,FS-S127809,4499,2023-09-04
#109013,792454257108154,"FS-S124701,FS-S124674,FS-S125171",0,2023-09-04
#108823,792454257107932,FS-S125295,3799,2023-09-02
#108895,792454257108022,FS-S127808,3499,2023-09-03
#108646,792454257107724,"FS-S127439,FS-S127256,FS-S127454,FS-S127446",4968,2023-08-31
#109026,792454257108171,"SK-S130778,FS-S127627,FS-S125021",7777,2023-09-04
#108536,792454257107589,FS-S124827,2849,2023-08-30
#108701,792454257107796,FS-S127803,2549,2023-09-01
#109010,792454257108151,SK-S130861,5499,2023-09-04
#108821,792454257107930,FS-S124742,2834,2023-09-02
#109029,792454257108176,"SK-H1260,SK-H951,SK-BG69502",3567,2023-09-04
#108905,792454257108032,SK-S130870,4599,2023-09-03
#108734,792454257107832,FS-S127704,2549,2023-09-02
