"Order Ref",Tracking,SKU,Total,Date
#113796,772708178687,"SK-S136364,SK-S136365,SK-S136361,SK-S136362,SK-S136363",250,2023-10-27
#113800,772708178688,SK-S121484,2249,2023-10-27
#113805,772708178691,FS-S126226,3599,2023-10-27
#113469,772708178679,WP-S119820,3290,2023-10-24
#113807,772708178692,FS-S126170,3649,2023-10-27
#113694,772708178682,WP-S76344,1760,2023-10-26
#113764,772708178676,"WP-S72729,FS-S135295",1707,2023-10-27
#113803,772708178690,WP-S115933,5599,2023-10-27
#113850,772708178699,FS-S124512,0,2023-10-28
#113719,772708178663,WP-S134026,9249,2023-10-26
#113802,772708178689,SK-S131433,2749,2023-10-27
#113837,772708178696,FS-S127532,2049,2023-10-28
#113780,772708178678,FS-S126133,2849,2023-10-27
#113702,772708178649,MKP-S122298-42,2999,2023-10-26
