"Order Ref",Tracking,SKU,Total,Date
#107396,20005260034941,FS-HB494,2349,2023-08-19
#107369,20005260034927,FS-S124009,5299,2023-08-18
#107307,20005260035054,MKP-SL2559,400,2023-08-17
#107662,20005260035069,"SK-S111717,SK-S96313",2720,2023-08-22
#107688,20005260035077,"SK-TP12,SK-TP790,SK-TP1074,SK-TP1403",1622,2023-08-23
#107685,20005260035075,SK-S114808,2249,2023-08-23
#107353,20005260034916,FS-S123425,5499,2023-08-18
#107379,20005260034933,FS-S123942,6699,2023-08-18
#107687,20005260035076,SK-P-MA-S119274,4999,2023-08-23
#107569,20005260035084,SK-S115838,502,2023-08-21
#107697,20005260035080,SK-S122159,2499,2023-08-23
#107661,20005260035068,SK-S116658,2899,2023-08-22
#106083,20005260035057,WP-S25468,2049,2023-08-12
#107652,20005260035062,SK-BG69293,5899,2023-08-22
#107368,20005260034926,FS-S124049,5599,2023-08-18
#107414,20005260034962,FS-S123776,6699,2023-08-19
#105251,20005260033720,SK-S119228,3999,2023-08-04
#104909,20005260035065,"SK-TS5833,SK-TS6158",848,2023-07-28
#107592,20005260035047,WP-S118602,5999,2023-08-21
#107348,20005260035053,WP-S117456,1500,2023-08-18
#107551,20005260035016,MKP-WL5,1800,2023-08-21
#107496,20005260035014,MKP-C70024,1249,2023-08-20
#105806,20005260035067,SK-S122793,2197,2023-08-11
#107677,20005260035072,SK-S96460,1499,2023-08-23
#107469,20005260035000,WP-S76438,9944.23,2023-08-20
#107599,20005260035044,WP-S104964,4449,2023-08-21
#107426,20005260034970,WP-S119774,0,2023-08-19
#107581,20005260035018,WP-S119809,5899,2023-08-21
