"Order Ref",Tracking,SKU,Total,Date
#100471,20005260031338,SK-S101187,1905,2023-05-10
#100465,20005260031333,SK-S109064,1748,2023-05-10
#100458,20005260031329,SK-BG69637,1449,2023-05-10
#100461,20005260031331,SK-TS4642,549,2023-05-10
#100469,20005260031336,SK-C69768,749,2023-05-10
#100374,20005260031287,"SK-S106022,WP-S104948",6648,2023-05-09
#100244,20005260031224,"SK-FS466,WP-SH1462",3185,2023-05-07
#100398,20005260031301,"WP-S115943,SK-S116179,WP-S104120",14777,2023-05-09
#100028,20005260031264,WP-S104802,700,2023-05-05
#100326,20005260031261,"WP-S31407,WP-S71961",12837,2023-05-08
#98441,20005260031229,SK-S113111,1849,2023-04-10
#100195,20005260031252,"SK-FS434,SK-BT1167",1969.3,2023-05-06
#100344,20005260031271,WP-S8849,3211,2023-05-08
#100376,20005260031289,SK-S116285,0,2023-05-09
#100258,20005260031232,WP-S83228,11499,2023-05-07
#100310,20005260031251,SG-WL5,2100,2023-05-08
#100182,20005260031202,SG-WL16,1750,2023-05-06
#98913,20005260031234,"WP-S93848,WP-S78689",23648,2023-04-15
#100451,20005260031323,G-NB01,500,2023-05-10
#100363,20005260031280,"SK-S115698,SK-S116947",7798,2023-05-09
#99967,20005260031265,SK-S110351,0,2023-05-04
#100365,20005260031282,SK-FS307,1248,2023-05-09
#100375,20005260031288,SK-S118152,1085,2023-05-09
#100333,20005260031268,SK-KS3218,1449,2023-05-08
#100438,20005260031316,"SK-12395,SK-S115301",4199,2023-05-10
#98444,20005260031231,SK-S115016,2449,2023-04-10
#100378,20005260031328,SK-S118182,0,2023-05-09
#100366,20005260031283,SK-S116799,3909,2023-05-09
#100364,20005260031281,SK-S118173,3649,2023-05-09
#100459,20005260031330,SK-FS80241,3750,2023-05-10
#100315,20005260031256,SK-S116921,4799,2023-05-08
#100358,20005260031276,SK-S118093,7999,2023-05-09
#100362,20005260031279,SK-S111714,2879,2023-05-09
#100356,20005260031275,SK-KS2070,649,2023-05-09
#100355,20005260031274,SK-KS1665,692,2023-05-09
#100331,20005260031267,SK-S109103,3279,2023-05-08
#100341,20005260031270,SK-S114841,4699,2023-05-08
#100373,20005260031286,SK-S111215,2199,2023-05-09
#100392,20005260031297,SK-S116248,3449,2023-05-09
#100410,20005260031305,SK-S118070,3549,2023-05-09
#100410,20005260031305,SK-S118070,3549,2023-05-09
#100379,20005260031302,SK-S116940,200,2023-05-09
#100409,20005260031304,SK-S118007,4249,2023-05-09
#100337,20005260031269,SK-S116490,2899,2023-05-08
#100382,20005260031295,SK-S116866,4399,2023-05-09
#100416,20005260031309,SK-S74185,1184,2023-05-09
#100417,20005260031310,"SK-S31884,SK-S110724",3179,2023-05-09
#100433,20005260031315,SK-S116538,3299,2023-05-10
#100413,20005260031307,SK-S116927,6499,2023-05-09
#100330,20005260031262,SK-S104023,742,2023-05-08
#100050,20005260031151,"SB-TS141-M,AT-TS29-M",2738,2023-05-05
#100431,20005260031313,"SK-S117979,SK-S107654",5048,2023-05-10
#100445,20005260031320,SK-S111240,2199,2023-05-10
#100443,20005260031325,SK-TS667,0,2023-05-10
#100443,20005260031325,SK-TS667,0,2023-05-10
#100446,20005260031321,SK-S106632,2289,2023-05-10
#100446,20005260031321,SK-S106632,2289,2023-05-10
#100446,20005260031321,SK-S106632,2289,2023-05-10
#100432,20005260031314,SK-S109318,1849,2023-05-10
#100440,20005260031317,SK-S59172,1184,2023-05-10
#100443,20005260031325,SK-TS667,0,2023-05-10
#100443,20005260031325,SK-TS667,0,2023-05-10
#100412,20005260031306,"SK-S116785,SK-S116779,SK-S118146",10397,2023-05-09
