"Order Ref",Tracking,SKU,Total,Date
#112252,WR10810463,SK-S132418,2599,2023-10-09
#112219,WR10793382,WP-S133530,5499,2023-10-09
#112255,WR10810476,"SK-H1684,SK-H1769",2423,2023-10-09
#112204,WR10791749,WP-S94570,5599,2023-10-09
#112314,WR10828910,FS-S126022,3399,2023-10-11
#112273,WR10831750,FS-S125051,2599,2023-10-10
#112289,WR10812592,SK-S132095,3689,2023-10-10
#112310,WR10828846,SK-S121124,3189,2023-10-10
#112322,WR10829557,FS-SL2726,2499,2023-10-11
#112344,WR10833355,SK-S132290,3989,2023-10-11
#112253,WR10810468,FS-S125816,2899,2023-10-09
#112178,WR10790313,WP-S133975,7999,2023-10-08
#112097,WR10757691,MKP-S122297-44,2999,2023-10-07
#112158,WR10789616,WP-S104161,5299,2023-10-08
