"Order Ref",Tracking,SKU,Total,Date
#104149,792454257101885,SK-S120823,3499,2023-07-15
#104175,792454257101917,WP-S83485,4599,2023-07-15
#104235,792454257101999,SK-S96128,2499,2023-07-17
#104196,792454257101946,SK-FS95215,2649,2023-07-16
#104209,792454257101959,SK-TP1413,593,2023-07-16
#104171,792454257101908,SK-KS2755,1449,2023-07-15
#104135,792454257101866,SK-H27786,1298,2023-07-15
#104255,792454257102042,SK-S118144,2344,2023-07-17
#104271,792454257102064,"SK-S119232,WP-S75082",8498,2023-07-17
#104128,792454257101859,SK-S121125,4499,2023-07-15
#104213,792454257101963,SK-S92308,2649,2023-07-16
#104144,792454257101878,SK-S115279,3059,2023-07-15
#104208,792454257101958,WP-S120247,6999,2023-07-16
#104265,792454257102058,SK-FS473,1949,2023-07-17
#104160,792454257101896,SK-S119062,4299,2023-07-15
