"Order Ref",Tracking,SKU,Total,Date
#114180,20005260038247,MKP-S122298-44,2999,2023-11-01
#114199,20005260038254,WP-S134002,11999,2023-11-02
#114232,20005260038279,FS-SN16918,2099,2023-11-02
#114212,20005260038258,WP-S133596,0,2023-11-02
#114127,20005260038219,WP-S8047,4623,2023-11-01
#114097,20005260038210,WP-S108738,3869,2023-10-31
#114169,20005260038241,SK-S122966,4949,2023-11-01
#114166,20005260038239,FS-S123663,6709,2023-11-01
#114206,20005260038257,WP-S119754,21499,2023-11-02
#114235,20005260038282,SK-S130559,4249,2023-11-02
#113235,20005260038278,"FS-S124889,FS-S124866",5378,2023-10-21
#114234,20005260038281,FS-S134916,4499,2023-11-02
#114141,20005260038225,WP-S108776,1560,2023-11-01
#114119,20005260038216,WP-S134043,8999,2023-11-01
#112280,20005260038238,"SK-SL117,SK-SL127,SK-S133137",0,2023-10-10
#112101,20005260038237,FS-S125692,0,2023-10-07
#114192,20005260038252,SK-S117953,2649,2023-11-02
#114200,20005260038255,WP-S118877,5749,2023-11-02
#112100,20005260038236,FS-S126014,0,2023-10-07
#114158,20005260038232,MKP-SL2557,2249,2023-11-01
#111834,20005260038234,SK-S131916,0,2023-10-04
#114194,20005260038253,"FS-S126111,SK-S130917",9398,2023-11-02
#114099,20005260038211,WP-S118705,5999,2023-10-31
#114172,20005260038244,SK-S130463,1849,2023-11-01
#114226,20005260038266,SK-H2161,2109,2023-11-02
#114196,20005260038267,FS-S135384,2899,2023-11-02
#114170,20005260038242,FS-S123703,2499,2023-11-01
#114181,20005260038248,"SK-S122755,FS-S127550",3748,2023-11-01
#113974,20005260038264,"FS-S135129,FS-S135233",1010,2023-10-30
#114188,20005260038251,SK-H1969,2399,2023-11-02
#114219,20005260038261,FS-S127389,1769,2023-11-02
#112098,20005260038235,FS-S125631,0,2023-10-07
#114205,20005260038256,SK-H795,533,2023-11-02
#114171,20005260038243,FS-S134991,3549,2023-11-01
