"Order Ref",Tracking,SKU,Total,Date
#100784,WR6828138,SK-S118178,2409,2023-05-13
#100673,WR6825104,"SK-S117014,SK-S105796",2706,2023-05-12
#100774,WR6827998,SK-S100336,1299,2023-05-13
#100828,WR6832295,"SK-KS3855,SK-KS4018",1438,2023-05-13
#100679,WR6825210,SK-S116829,1674,2023-05-12
#100667,WR6824871,"SK-S116952,SK-S112022",4138,2023-05-12
#99171,WR6830386,SK-S116427,3349,2023-04-19
#99171,WR6830386,SK-S116427,3349,2023-04-19
#100811,WR6828737,SK-S114842,1249,2023-05-13
#100763,WR6827744,"SK-S116634,SK-S116635",4934,2023-05-13
#100781,WR6828124,SK-S112826,1446,2023-05-13
#100655,WR6824599,"SK-KS3387,SK-S114319",3019,2023-05-12
#100803,WR6828420,SK-S88196,1902,2023-05-13
#100803,WR6828420,SK-S88196,1902,2023-05-13
#100660,WR6824612,SK-S117994,2319,2023-05-12
#100660,WR6824612,SK-S117994,2319,2023-05-12
#100686,WR6825285,SK-S103067,1549,2023-05-12
#99228,WR6830334,SK-S108510,1529,2023-04-21
#99441,WR6830390,SK-KS3816,799,2023-04-26
#99384,WR6828851,SK-S107201,1548,2023-04-24
#99196,WR6830371,SK-FS84,1148,2023-04-20
#99303,WR6830313,SK-S116606,3749,2023-04-22
#100658,WR6824602,SK-KS3706,739,2023-05-12
#100700,WR6825778,SK-S114196,1929,2023-05-12
#100688,WR6825300,"SK-S118147,SK-S118119",4566,2023-05-12
#100677,WR6825180,SK-S117848,2717,2023-05-12
#100705,WR6825847,"SK-S116660,SK-S116304",3718,2023-05-13
#100701,WR6825785,"SK-S99934,SK-S115415,SK-S116872,SK-S113387,SK-S116807",9828,2023-05-12
#100776,WR6828074,"SK-S117846,SK-S117892,SK-S117771",7401,2023-05-13
