"Order Ref",Tracking,SKU,Total,Date
#108017,20005260035234,FS-S124287,3499,2023-08-26
#107830,20005260035143,WP-S8331,4817,2023-08-24
#108035,20005260035239,SK-S110403,1288,2023-08-26
#108028,20005260035238,FS-S124286,2849,2023-08-26
#108012,20005260035229,FS-S127223,2499,2023-08-26
#107892,20005260035172,MKP-S122297-42,2999,2023-08-25
#107988,20005260035207,"MKP-WL14,MKP-WL1",2600,2023-08-26
#107889,20005260035170,WP-S78702,11899,2023-08-25
#107953,20005260035195,"WP-S8436,SK-S102334",5801,2023-08-25
#106679,20005260035221,SK-S121035,2947,2023-08-13
#107984,20005260035203,WP-S115938,5499,2023-08-26
#106678,20005260035220,SK-S121773,2197,2023-08-13
#107951,20005260035194,"FS-S127506,FS-S127404",3548,2023-08-25
#107937,20005260035189,"SK-S118087,SK-S109833",4570,2023-08-25
#106507,20005260035223,SK-S122867,2197,2023-08-13
#105789,20005260035225,SK-S116607,1197,2023-08-11
#107727,20005260035092,"FS-CK106,FS-CK57",3648,2023-08-23
#107967,20005260035196,FS-S127519,2049,2023-08-26
#107987,20005260035206,SK-S130478,7199,2023-08-26
#105737,20005260035226,SK-S121755,1197,2023-08-11
#107980,20005260035201,FS-S127569,2549,2023-08-26
#107981,20005260035202,FS-S127301,1999,2023-08-26
#107838,20005260035150,MKP-C70007,1249,2023-08-24
#108011,20005260035228,FS-S127402,2049,2023-08-26
#105730,20005260035224,SK-S122619,1197,2023-08-11
#107979,20005260035200,FS-S127197,3499,2023-08-26
#107977,20005260035199,"SK-H675,FS-SL2761",2698,2023-08-26
#107948,20005260035192,SK-S111162,2374,2023-08-25
#107976,20005260035198,SK-S113134,3399,2023-08-26
#107362,20005260034922,MKP-EB16,4599,2023-08-18
#107986,20005260035204,FS-S127181,0,2023-08-26
#107910,20005260035184,FS-S127321,2019,2023-08-25
#107901,20005260035178,MKP-C70029,0,2023-08-25
#107975,20005260035197,FS-CK130,2499,2023-08-26
#108007,20005260035227,FS-S127358,2035,2023-08-26
#108003,20005260035212,FS-S127177,0,2023-08-26
#107943,20005260035191,FS-S127561,2049,2023-08-25
#107940,20005260035190,FS-S127262,2349,2023-08-25
#107832,20005260035145,MKP-C70035,1149,2023-08-24
#107817,20005260035136,MKP-C70009,1049,2023-08-24
#107993,20005260035208,FS-S123562,6599,2023-08-26
#108015,20005260035230,WP-S73309,4676,2023-08-26
#107995,20005260035209,FS-S123394,6499,2023-08-26
#107895,20005260035175,FS-S127432,400,2023-08-25
#107891,20005260035171,WP-S118754,50,2023-08-25
#107932,20005260035188,FS-S127408,2649,2023-08-25
