"Order Ref",Tracking,SKU,Total,Date
#107545,792454257106381,SK-S130186,0,2023-08-21
#107536,792454257106372,SK-S115817,0,2023-08-21
#107553,792454257106389,SK-S121360,0,2023-08-21
#107620,792454257106461,SK-S130463,-2299,2023-08-22
#107544,792454257106380,SK-S114908,0,2023-08-21
#107639,792454257106483,SK-S120737,605,2023-08-22
#107476,792454257106293,SK-S130240,3750,2023-08-20
#107318,792454257106097,MKP-TR02-L,-1099,2023-08-17
#107562,792454257106398,SK-S130399,3624.5,2023-08-21
#107366,792454257106163,SK-S111122,427,2023-08-18
#107594,792454257106432,"SK-S88902,SK-S110774",1740,2023-08-21
#107604,792454257106444,SK-S130257,7499,2023-08-21
#107588,792454257106425,SK-S68434,2197,2023-08-21
#107607,792454257106447,SK-S119208,3999,2023-08-22
#107587,792454257106424,SK-FS724,1649,2023-08-21
#107597,792454257106436,"SK-S112415,SK-S119404",3698,2023-08-21
#107565,792454257106401,WP-S120031,2774.5,2023-08-21
#107518,792454257106353,WP-S63107,7464.56,2023-08-21
#107527,792454257106363,WP-S120040,5499,2023-08-21
#107566,792454257106402,WP-S119977,1605,2023-08-21
#107563,792454257106399,SK-CT123,2999,2023-08-21
#107567,792454257106403,SK-S121629,2249,2023-08-21
#107447,792454257106260,SK-S114570,3649.05,2023-08-19
#107490,792454257106310,SK-SN15781,1059,2023-08-20
